Gene	Expression
A1BG_K	0.245355
A1CF_K	0.227769
A2LD1_K	0.219253
A4GALT_K	0.137953
AAAS_K	0.062215
AACS_K	0.017117
AADAT_K	-0.253859
AAED1_K	0.417841
AAGAB_K	-0.040919
AAK1_K	-0.091940
AAMP_K	-0.162620
AARS_K	0.058705
AARS2_K	-0.062759
AARSD1_K	-0.168491
AASDH_K	0.176331
AASDHPPT_K	-0.161629
AASS_K	0.094864
AATF_K	-0.163384
AATK_K	0.134674
ABAT_K	0.223240
ABCA1_K	0.039780
ABCA10_K	-0.122078
ABCA12_K	-0.292777
ABCA13_K	-0.021669
ABCA2_K	-0.008763
ABCA3_K	0.046914
ABCA5_K	-0.367395
ABCA7_K	0.031873
ABCA9_K	0.804398
ABCB1_K	-0.273361
ABCB10_K	-0.239654
ABCB4_K	0.446996
ABCB5_K	1.011783
ABCB6_K	-0.049220
ABCB7_K	0.044322
ABCB8_K	-0.289265
ABCB9_K	-0.100963
ABCC1_K	0.121132
ABCC10_K	0.026856
ABCC11_K	-0.039784
ABCC2_K	-0.758294
ABCC4_K	0.187250
ABCC5_K	-0.166145
ABCC6_K	-0.295287
ABCC8_K	0.518436
ABCC9_K	0.131147
ABCD1_K	-0.145124
ABCD3_K	0.039893
ABCD4_K	0.075821
ABCE1_K	-0.273086
ABCF1_K	-0.149630
ABCF2_K	-0.177649
ABCF3_K	0.164269
ABCG1_K	0.196269
ABCG2_K	0.181224
ABHD10_K	0.101186
ABHD11_K	0.305695
ABHD12_K	0.012029
ABHD13_K	-0.000092
ABHD14A_K	0.246277
ABHD14B_K	0.028982
ABHD15_K	0.573970
ABHD16A_K	0.122132
ABHD2_K	-0.338265
ABHD3_K	0.651178
ABHD4_K	-0.172985
ABHD5_K	-0.023397
ABHD6_K	-0.218933
ABHD8_K	0.150441
ABI1_K	0.240254
ABI2_K	0.071690
ABL1_K	0.108420
ABL2_K	0.095757
ABLIM1_K	-0.093138
ABLIM2_K	0.333496
