Gene	Expression
A1CF_L	0.538992
A2LD1_L	0.799449
A4GALT_L	1.20519
AATK_L	0.607292
ABCA10_L	1.41668
ABCA12_L	0
ABCA13_L	0.492615
ABCB1_L	0.641202
ABCB9_L	0
ABCC11_L	0.75452
ABCC2_L	0.712727
ABCC6_L	1.09116
ABCC8_L	0
ABCD1_L	0.618574
ABCG1_L	0
ABCG2_L	0
ABLIM2_L	0
ABLIM3_L	0
ABO_L	0
ABP1_L	0
ABTB2_L	0.569535
ACADL_L	0
ACAN_L	0.564539
ACAP1_L	0
ACCS_L	0.919675
ACE2_L	0.966292
ACHE_L	0
ACMSD_L	0
ACOT11_L	1.16843
ACOT1_L	0
ACOT4_L	0
ACOXL_L	0
ACP5_L	0
ACPP_L	0
ACRBP_L	0
ACRC_L	0
ACR_L	0
ACSBG1_L	0
ACSL1_L	0
ACSL6_L	0
ACSM2A_L	0
ACSM2B_L	0
ACTG2_L	0
ACTL10_L	0
ACVR1C_L	0
ACVRL1_L	0
ACY3_L	0
ADAM12_L	0
ADAM20_L	0
ADAM21_L	0
ADAM28_L	0
ADAM33_L	0
ADAM8_L	0.628924
ADAMTS10_L	0.594331
ADAMTS13_L	1.00299
ADAMTS14_L	0.751006
ADAMTS17_L	0
ADAMTS18_L	0
ADAMTS4_L	1.23547
ADAMTS5_L	0.453536
ADAMTS6_L	1.14863
ADAMTS8_L	0.829246
ADAMTSL1_L	0
ADAMTSL2_L	0
ADAP1_L	0.74369
ADAP2_L	0
ADARB2_L	0.588272
ADAT3_L	0
ADCY10_L	0
ADCY5_L	1.0774
ADCY8_L	0
ADCYAP1R1_L	0
ADCYAP1_L	0.498707
ADH4_L	0.802101
ADH6_L	0
ADIPOQ_L	0
ADM2_L	0.492615
ADORA2A_L	1.09116
ADPRHL1_L	0
ADPRH_L	0.997727
ADRA1A_L	0.992982
ADRA1B_L	1.35326
ADRA2A_L	0
ADRA2B_L	0.680621
ADRA2C_L	0
ADRB2_L	0
AFAP1L1_L	0
AFP_L	0
AGAP11_L	0
AGAP2_L	0
AGAP4_L	0.944525
AGAP5_L	0
AGAP6_L	0
AGAP7_L	0
AGAP8_L	0
AGBL2_L	0
AGBL3_L	0
AGER_L	0
AGFG2_L	0
AGMO_L	0
AGPAT9_L	0
AGPHD1_L	0
AGT_L	0
AGXT2L1_L	1.30938
AGXT_L	1.0939
AHNAK2_L	0.604274
AHRR_L	0.594331
AHR_L	1.22706
AICDA_L	0
AIF1_L	0
AIFM2_L	1.4574
AIM1L_L	1.13521
AIM1_L	0.947305
AIPL1_L	0.664617
AIRE_L	0
AK8_L	0
AKR1B10_L	0
AKR1B15_L	0
AKR1C1_L	0
AKR1C2_L	0
AKR1C3_L	0
AKR1D1_L	1.00988
AKR1E2_L	1.03509
AKR7A3_L	0
ALDH1A2_L	0
ALDH1A3_L	1.33527
ALDH1L2_L	1.26059
ALDH3B1_L	1.06487
ALDH8A1_L	0.773632
ALG1L2_L	1.68999
ALK_L	0
ALOX12B_L	0
ALOX12_L	0
ALOX15_L	0
ALOX5AP_L	0
ALOX5_L	0
ALPK1_L	0.63441
ALPK2_L	0.947305
ALS2CL_L	0.476512
ALX3_L	0
ALX4_L	0
AMDHD1_L	0
AMH_L	0
AMIGO3_L	0
AMN_L	0
AMPD3_L	0.74369
AMY2B_L	0
ANGPT2_L	0
ANGPT4_L	0
ANGPTL4_L	0
ANK1_L	0.525669
ANKAR_L	0.700506
ANKDD1A_L	1.39078
ANKFN1_L	0
ANKH_L	1.15196
ANKMY1_L	0
ANKRD20A1_L	0.729988
ANKRD20A2_L	1.02361
ANKRD20A3_L	0
ANKRD20A4_L	0
ANKRD22_L	0.449192
ANKRD23_L	0
ANKRD24_L	0
ANKRD29_L	0.802101
ANKRD2_L	0
ANKRD31_L	0.601082
ANKRD34B_L	0
ANKRD39_L	0.704595
ANKRD44_L	0.944525
ANKRD53_L	0
ANKRD65_L	0.569535
ANKS4B_L	0.81957
ANO1_L	0
ANO2_L	0
ANO7_L	0.72232
ANO9_L	0
ANP32D_L	0
ANPEP_L	0.498707
ANXA8L1_L	0
ANXA9_L	0
AOAH_L	0
AOC2_L	0
AOC3_L	0
AOX1_L	0
AP1M2_L	0
AP3B2_L	0.729988
AP5S1_L	0.594331
APBB3_L	0
APC2_L	0.624666
APLNR_L	0
APLN_L	0
APOA1_L	0
APOA2_L	0
APOBEC3A_L	1.0774
APOBEC3B_L	0
APOBR_L	0
APOB_L	0.72232
APOC3_L	0
APOF_L	0
APOL1_L	0.700506
APOL6_L	0.972792
APOM_L	1.44188
AQP11_L	0.992982
