Gene	Expression
A1BG_I	0.691429
A1CF_I	-0.113910
A2LD1_I	0.352603
A4GALT_I	0.025832
AAAS_I	0.001081
AACS_I	0.240003
AADAT_I	0.357389
AAED1_I	-0.074739
AAGAB_I	0.016024
AAK1_I	0.222509
AAMP_I	0.035965
AARS_I	0.061485
AARS2_I	-0.261551
AARSD1_I	-0.090311
AASDH_I	0.135690
AASDHPPT_I	-0.042700
AASS_I	0.112712
AATF_I	0.035078
AATK_I	0.307592
ABAT_I	0.273251
ABCA1_I	0.194254
ABCA10_I	0.205930
ABCA12_I	-0.057778
ABCA13_I	-0.009951
ABCA2_I	-0.036095
ABCA3_I	0.252287
ABCA5_I	0.246891
ABCA7_I	0.037660
ABCA9_I	-0.122636
ABCB1_I	0.199763
ABCB10_I	-0.199632
ABCB4_I	-0.525858
ABCB5_I	-0.748915
ABCB6_I	0.228699
ABCB7_I	0.060604
ABCB8_I	-0.005218
ABCB9_I	0.487999
ABCC1_I	0.186279
ABCC10_I	0.041021
ABCC11_I	-0.039784
ABCC2_I	0.426704
ABCC4_I	0.186166
ABCC5_I	-0.031652
ABCC6_I	0.788431
ABCC8_I	0.129842
ABCC9_I	-0.015596
ABCD1_I	-0.393070
ABCD3_I	-0.232512
ABCD4_I	-0.065456
ABCE1_I	-0.125696
ABCF1_I	-0.092327
ABCF2_I	-0.056103
ABCF3_I	-0.044481
ABCG1_I	0.652325
ABCG2_I	-0.158688
ABHD10_I	-0.211090
ABHD11_I	0.212451
ABHD12_I	0.277242
ABHD13_I	-0.205784
ABHD14A_I	0.780358
ABHD14B_I	-0.122868
ABHD15_I	0.491965
ABHD16A_I	0.009288
ABHD2_I	0.029870
ABHD3_I	-0.528260
ABHD4_I	0.008664
ABHD5_I	0.048139
ABHD6_I	0.188394
ABHD8_I	-0.119792
ABI1_I	0.171462
ABI2_I	0.267997
ABL1_I	0.216718
ABL2_I	0.047766
ABLIM1_I	0.091856
ABLIM2_I	0.396412
ABLIM3_I	0.278269
ABO_I	0.602782
ABP1_I	-0.625612
ABR_I	0.004760
ABRACL_I	-0.220905
ABT1_I	-0.020277
ABTB1_I	0.512277
ABTB2_I	-0.376973
ACAA1_I	-0.000866
ACAA2_I	0.252072
ACACA_I	-0.027734
ACACB_I	0.215009
ACAD10_I	0.093720
ACAD11_I	-0.095252
ACAD8_I	-0.285400
ACAD9_I	0.132767
ACADL_I	0.224370
ACADM_I	0.151930
ACADS_I	-0.681862
ACADSB_I	-0.336699
ACADVL_I	0.022071
ACAN_I	-0.308080
ACAP1_I	-0.196960
ACAP2_I	0.016249
ACAP3_I	-0.093185
ACAT1_I	-0.232181
ACAT2_I	-0.062648
ACBD3_I	-0.185912
ACBD4_I	0.089708
ACBD5_I	-0.103396
ACBD6_I	0.168405
ACBD7_I	-0.198153
ACCS_I	0.514706
ACD_I	-0.145914
ACE2_I	-0.237862
ACER2_I	-0.202740
ACER3_I	0.178236
ACHE_I	0.026418
ACIN1_I	-0.234549
ACLY_I	0.249261
ACMSD_I	-0.177655
ACN9_I	-0.209361
ACO1_I	0.105989
ACO2_I	-0.047737
ACOT1_I	-0.901408
ACOT11_I	-0.404476
ACOT13_I	0.266330
ACOT2_I	0.411897
ACOT4_I	0.414084
ACOT7_I	0.191875
ACOT8_I	0.138422
ACOT9_I	0.148843
ACOX1_I	-0.056262
ACOX2_I	1.168048
ACOX3_I	-0.078620
ACOXL_I	-0.195840
ACP1_I	-0.055904
ACP2_I	-0.093830
ACP5_I	0.139945
ACP6_I	0.133868
ACPL2_I	0.301802
ACPP_I	-0.242709
ACR_I	-0.170553
ACRBP_I	-0.545221
ACRC_I	0.271033
ACSBG1_I	-0.106430
ACSF2_I	-0.058505
ACSF3_I	0.116385
ACSL1_I	0.442551
ACSL3_I	0.029487
ACSL4_I	0.280948
ACSL6_I	-0.007377
ACSM2A_I	0.244391
ACSM2B_I	0.573836
ACSM3_I	0.108733
ACSS2_I	-0.122267
