Gene	Expression
A1CF_Q	0
A2LD1_Q	0.480741
A4GALT_Q	0.806776
AATK_Q	0.677514
ABCA10_Q	1.45316
ABCA12_Q	0
ABCA13_Q	0.231653
ABCA7_Q	1.03618
ABCA9_Q	1.44904
ABCB1_Q	0.965081
ABCB9_Q	0.687976
ABCC11_Q	0
ABCC2_Q	0
ABCC8_Q	0
ABCG1_Q	0
ABCG2_Q	0
ABHD15_Q	0.553101
ABLIM2_Q	0
ABLIM3_Q	0
ABO_Q	0.454546
ABP1_Q	0
ABTB1_Q	0.37219
ACADL_Q	0
ACAN_Q	0.280039
ACAP1_Q	0.687976
ACCS_Q	0.792735
ACE2_Q	0
ACHE_Q	0
ACMSD_Q	0
ACOT11_Q	1.23147
ACOT1_Q	0
ACOT4_Q	0
ACOX2_Q	0.93469
ACOXL_Q	0
ACP5_Q	0
ACPP_Q	0
ACRC_Q	1.56396
ACR_Q	0
ACSBG1_Q	0
ACSL1_Q	0.295671
ACSL6_Q	0.223144
ACSM2A_Q	0
ACSM2B_Q	0.715842
ACTG2_Q	0.487038
ACTL10_Q	0
ACTN3_Q	0.941872
ACVR1C_Q	0
ACVRL1_Q	0
ACY3_Q	0
ADAM12_Q	0.600334
ADAM20_Q	0
ADAM21_Q	0
ADAM28_Q	0
ADAM33_Q	0
ADAM8_Q	0.603529
ADAMTS10_Q	0.908991
ADAMTS13_Q	0.454546
ADAMTS14_Q	0
ADAMTS17_Q	0.648237
ADAMTS18_Q	0.644124
ADAMTS5_Q	0.941872
ADAMTS6_Q	0.644124
ADAMTS8_Q	0
ADAMTSL2_Q	0.542456
ADAP1_Q	0
ADAP2_Q	0.50531
ADARB2_Q	0.254995
ADAT3_Q	0.922544
ADCK5_Q	0.922544
ADCY10_Q	0
ADCY5_Q	0.314545
ADCY8_Q	0
ADCYAP1_Q	0.629045
ADH4_Q	1.21785
ADH6_Q	0
ADIPOQ_Q	0.252222
ADM2_Q	0.284837
ADORA2A_Q	0.677514
ADPRH_Q	1.12756
ADRA1B_Q	0
ADRA2A_Q	0
ADRA2B_Q	0
ADRA2C_Q	0
ADRB2_Q	0
AFAP1L1_Q	0.23392
AFP_Q	0
AGAP11_Q	0.258431
AGAP2_Q	0.37219
AGAP4_Q	0
AGAP7_Q	0
AGBL2_Q	0.651615
AGBL3_Q	0
AGER_Q	0.860682
AGFG2_Q	0.454546
AGMO_Q	0
AGPAT2_Q	0
AGPAT9_Q	0
AGT_Q	1.27276
AGXT2L1_Q	0.747893
AGXT_Q	0
AHNAK2_Q	0.246683
AHRR_Q	0.66946
AHR_Q	0.440605
AICDA_Q	0
AIF1_Q	0
AIFM2_Q	1.56058
AIFM3_Q	0.538341
AIM1L_Q	0.903113
AIM1_Q	0.230029
AIM2_Q	1.47183
AIPL1_Q	0.463734
AIRE_Q	0.289691
AK8_Q	0
AKAP6_Q	0.960806
AKR1B10_Q	0.754093
AKR1B15_Q	0
AKR1C1_Q	0
AKR1C2_Q	0
AKR1C3_Q	0
AKR1D1_Q	0
AKR1E2_Q	0.527797
AKR7A3_Q	1.37997
ALDH1A2_Q	0
ALDH1A3_Q	0
ALDH1L1_Q	0
ALDH1L2_Q	0.767842
ALG1L2_Q	0
ALK_Q	0.37219
ALOX12B_Q	0
ALOX12_Q	0
ALOX15_Q	0
ALOX5AP_Q	0
ALOX5_Q	0
ALPK1_Q	1.12151
ALPK2_Q	0.9479
ALS2CL_Q	0.454546
ALX3_Q	0
ALX4_Q	0
AMDHD1_Q	0.848869
AMH_Q	0.88026
AMN_Q	0
AMY2B_Q	1.25062
ANGPT2_Q	0.454546
ANGPT4_Q	1.20842
ANGPTL4_Q	0
ANG_Q	0
ANK1_Q	0.522609
ANKAR_Q	0.258431
ANKDD1A_Q	0.927705
ANKFN1_Q	0
ANKMY1_Q	0
ANKRD20A1_Q	0.51063
ANKRD20A2_Q	0.894324
ANKRD20A3_Q	1.73172
ANKRD20A4_Q	0
ANKRD22_Q	0
ANKRD23_Q	0.493855
ANKRD24_Q	0.707812
ANKRD29_Q	0.54707
ANKRD2_Q	0
ANKRD31_Q	0
ANKRD34B_Q	0
ANKRD35_Q	0.828249
ANKRD44_Q	0.516069
ANKRD53_Q	0.388966
ANKRD65_Q	0
ANKS1B_Q	0.252222
ANKS4B_Q	1.05432
ANO1_Q	0.908991
ANO2_Q	0
ANO7_Q	0.590226
ANO9_Q	0.454546
ANP32D_Q	0
ANPEP_Q	0
ANXA8L1_Q	0
ANXA9_Q	0
AOAH_Q	0
AOC3_Q	1.36953
AOX1_Q	0.894324
AP1M2_Q	0
AP3B2_Q	1.29746
APC2_Q	0.584878
APLNR_Q	0.648237
APLN_Q	0.707812
APOA1_Q	0
APOA2_Q	0
APOBEC3A_Q	0
