Gene	Expression
A1BG	-0.408471
A1CF	-0.078131
A2LD1	0.010508
A4GALT	0.953203
AAAS	-0.019043
AACS	0.066385
AADAT	-0.637843
AAED1	0.043426
AAGAB	-0.072791
AAK1	0.165208
AAMP	0.238350
AARS	-0.152478
AARS2	-0.182978
AARSD1	0.037445
AASDH	-0.035723
AASDHPPT	0.089980
AASS	0.047005
AATF	-0.319253
AATK	-0.029148
ABAT	0.074292
ABCA1	0.392530
ABCA10	-0.462767
ABCA12	1.001296
ABCA13	-0.279963
ABCA2	-0.027921
ABCA3	0.071879
ABCA5	0.932983
ABCA7	0.148978
ABCA9	-0.588306
ABCB1	-0.273361
ABCB10	-0.050217
ABCB4	0.866428
ABCB5	-0.870173
ABCB6	-0.411179
ABCB7	0.258935
ABCB8	-0.739914
ABCB9	-0.383633
ABCC1	0.504843
ABCC10	0.051981
ABCC11	-0.000782
ABCC2	1.146202
ABCC4	0.361721
ABCC5	-0.234854
ABCC6	0.351811
ABCC8	-0.221253
ABCC9	-0.107442
ABCD1	0.090218
ABCD3	-0.012713
ABCD4	0.012804
ABCE1	-0.035201
ABCF1	-0.203004
ABCF2	-0.171438
ABCF3	-0.034590
ABCG1	0.453128
ABCG2	0.637434
ABHD10	-0.388897
ABHD11	0.888416
ABHD12	0.348818
ABHD13	-0.131635
ABHD14A	0.216813
ABHD14B	-0.163857
ABHD15	0.095620
ABHD16A	0.289849
ABHD2	0.270008
ABHD3	0.213208
ABHD4	0.073646
ABHD5	-0.421909
ABHD6	0.716064
ABHD8	0.113344
ABI1	0.055765
ABI2	0.048657
ABL1	0.180119
ABL2	0.206842
ABLIM1	-0.030485
ABLIM2	-0.327315
ABLIM3	-0.105291
ABO	0.328771
ABP1	1.181795
ABR	0.499663
ABRACL	0.335962
ABT1	-0.130583
ABTB1	-0.157510
ABTB2	1.061095
ACAA1	-0.930739
ACAA2	0.422638
ACACA	-0.190938
ACACB	0.366541
ACAD10	0.295873
ACAD11	-0.031611
ACAD8	0.268807
ACAD9	-0.038620
ACADL	-0.049887
ACADM	-0.225520
ACADS	0.379833
ACADSB	0.212620
ACADVL	-0.163122
ACAN	-0.543933
ACAP1	0.164881
ACAP2	0.088836
ACAP3	-0.297730
ACAT1	0.132314
ACAT2	-0.525176
ACBD3	-0.142146
ACBD4	0.249760
ACBD5	-0.002230
ACBD6	-0.035918
ACBD7	0.279352
ACCS	-0.617019
ACD	0.181433
ACE2	-0.011884
ACER2	0.193839
ACER3	0.041890
ACHE	-0.239180
ACIN1	0.083413
ACLY	0.164540
ACMSD	-0.231992
ACN9	-0.407076
ACO1	0.139289
ACO2	-0.062205
ACOT1	0.356087
ACOT11	-0.250985
ACOT13	0.088699
ACOT2	0.829672
ACOT4	-0.335850
ACOT7	-0.261592
ACOT8	0.167225
ACOT9	0.061456
ACOX1	-0.097097
ACOX2	0.325470
ACOX3	0.409239
ACOXL	0.801635
ACP1	-0.046705
ACP2	-0.141218
ACP5	1.309847
ACP6	0.057255
ACPL2	0.044527
ACPP	1.461667
ACR	-0.170553
ACRBP	-0.125947
ACRC	-0.258391
ACSBG1	-0.106430
ACSF2	-1.018179
ACSF3	-0.214871
ACSL1	-0.479270
ACSL3	-0.277010
ACSL4	-0.555886
ACSL6	-0.117607
ACSM2A	-0.329377
ACSM2B	0.403037
ACSM3	0.091817
ACSS2	-0.426724
ACSS3	0.794023
ACTA1	0.518227
ACTA2	-0.879524
ACTB	0.414223
ACTC1	0.188269
ACTG1	0.375544
ACTG2	0.075197
ACTL10	-0.039360
ACTL6A	-0.598476
ACTN1	0.180439
ACTN3	1.674529
ACTN4	0.235374
ACTR10	-0.103616
ACTR1A	-0.197546
ACTR1B	-0.073515
ACTR2	0.139078
ACTR3	0.016742
ACTR3B	-0.229628
ACTR5	-0.447348
ACTR6	0.060374
ACTR8	-0.045635
ACVR1	0.576097
ACVR1B	0.375905
ACVR1C	-0.005829
ACVR2A	-0.110379
ACVR2B	0.299062
ACVRL1	-0.119095
ACY1	0.482926
ACY3	-0.021241
ACYP1	0.390185
ACYP2	-0.495048
ADA	0.253315
ADAL	-0.050691
ADAM10	0.213016
ADAM11	-0.543055
ADAM12	-0.422827
ADAM15	-0.635009
ADAM17	0.151782
ADAM19	0.417282
ADAM20	-0.062057
ADAM21	-0.119290
ADAM22	0.042243
ADAM23	-0.315283
ADAM28	0.712328
ADAM33	-0.106422
ADAM8	0.617361
ADAM9	-0.052798
ADAMTS1	-0.108507
ADAMTS10	-0.204371
ADAMTS12	0.025375
ADAMTS13	0.008601
ADAMTS14	-0.165034
ADAMTS15	-1.371065
ADAMTS16	-0.164929
ADAMTS17	-0.152427
ADAMTS18	1.238015
ADAMTS19	1.642397
ADAMTS2	-0.259093
ADAMTS20	-0.693882
ADAMTS3	-0.088572
ADAMTS4	-0.231706
ADAMTS5	-0.496734
ADAMTS6	-0.142787
ADAMTS7	-0.298608
ADAMTS8	-0.147056
ADAMTS9	-0.036019
ADAMTSL1	-0.448920
ADAMTSL2	-0.139560
ADAMTSL4	0.483309
ADAP1	-0.527423
ADAP2	-0.029449
ADAR	0.195132
ADARB1	-0.624391
ADARB2	0.242404
ADAT1	-0.411783
