Gene	Expression
A1BG_B	0.173579
A1CF_B	-0.048792
A2LD1_B	0.322440
A4GALT_B	1.219109
AAAS_B	-0.075523
AACS_B	0.183490
AADAT_B	-0.729288
AAED1_B	-0.336510
AAGAB_B	-0.100726
AAK1_B	0.381043
AAMP_B	0.499149
AARS_B	0.003039
AARS2_B	-0.540553
AARSD1_B	0.351770
AASDH_B	0.121238
AASDHPPT_B	-0.117116
AASS_B	0.279041
AATF_B	0.394105
AATK_B	-0.164490
ABAT_B	0.341545
ABCA1_B	0.400390
ABCA10_B	-0.841731
ABCA12_B	-0.048392
ABCA13_B	-0.270497
ABCA2_B	-0.051908
ABCA3_B	0.031704
ABCA5_B	0.684194
ABCA7_B	0.558092
ABCA9_B	-0.706219
ABCB1_B	-0.064870
ABCB10_B	-0.100935
ABCB4_B	-0.060785
ABCB5_B	-0.934182
ABCB6_B	-0.397894
ABCB7_B	-0.147847
ABCB8_B	0.000667
ABCB9_B	0.349547
ABCC1_B	0.323032
ABCC10_B	0.130766
ABCC11_B	-0.037619
ABCC2_B	0.928852
ABCC4_B	0.156663
ABCC5_B	-0.240296
ABCC6_B	1.195160
ABCC8_B	0.045085
ABCC9_B	0.107039
ABCD1_B	0.206456
ABCD3_B	0.020966
ABCD4_B	0.522948
ABCE1_B	-0.105849
ABCF1_B	0.221273
ABCF2_B	0.289112
ABCF3_B	0.292493
ABCG1_B	0.753903
ABCG2_B	0.132005
ABHD10_B	-0.374059
ABHD11_B	0.840081
ABHD12_B	-0.153549
ABHD13_B	0.246071
ABHD14A_B	-0.200722
ABHD14B_B	-0.139740
ABHD15_B	-0.700156
ABHD16A_B	-0.143632
ABHD2_B	0.001474
ABHD3_B	-0.292264
ABHD4_B	-0.060265
ABHD5_B	0.097753
ABHD6_B	0.230969
ABHD8_B	-0.064850
ABI1_B	-0.307276
ABI2_B	-0.285529
ABL1_B	-0.004528
ABL2_B	-0.204661
ABLIM1_B	0.096417
ABLIM2_B	-0.325150
ABLIM3_B	-0.103126
ABO_B	1.004693
ABP1_B	1.686519
ABR_B	0.289185
ABRACL_B	0.258835
ABT1_B	0.243418
ABTB1_B	-0.023926
ABTB2_B	1.306162
ACAA1_B	0.532607
ACAA2_B	0.541046
ACACA_B	-0.395338
ACACB_B	0.102577
ACAD10_B	0.176323
ACAD11_B	-0.328933
ACAD8_B	0.186286
ACAD9_B	-0.070820
ACADL_B	-0.005196
ACADM_B	0.051108
ACADS_B	-0.194306
ACADSB_B	0.378695
ACADVL_B	0.103171
ACAN_B	0.216965
ACAP1_B	0.416750
ACAP2_B	-0.235439
ACAP3_B	0.175072
ACAT1_B	0.065624
ACAT2_B	-0.076185
ACBD3_B	0.179024
ACBD4_B	0.384084
ACBD5_B	-0.310150
ACBD6_B	-0.011445
ACBD7_B	0.267595
ACCS_B	0.233485
ACD_B	0.258451
ACE2_B	-0.235696
ACER2_B	0.036844
ACER3_B	-0.157384
ACHE_B	-0.237015
ACIN1_B	0.759443
ACLY_B	0.069980
ACMSD_B	0.531943
ACN9_B	0.180118
ACO1_B	-0.184825
ACO2_B	0.187139
ACOT1_B	0.388075
ACOT11_B	0.305060
ACOT13_B	0.126026
ACOT2_B	0.443586
ACOT4_B	0.325666
ACOT7_B	-0.660851
ACOT8_B	0.225454
ACOT9_B	-0.004619
ACOX1_B	0.173077
ACOX2_B	0.482802
ACOX3_B	-0.093594
ACOXL_B	1.007132
ACP1_B	-0.127081
ACP2_B	0.277580
ACP5_B	0.997454
ACP6_B	-0.324967
ACPL2_B	-0.163852
ACPP_B	0.921719
ACR_B	-0.170553
ACRBP_B	-0.069063
ACRC_B	0.201476
ACSBG1_B	-0.104264
ACSF2_B	0.229725
ACSF3_B	0.285437
ACSL1_B	-0.019403
ACSL3_B	-0.183217
ACSL4_B	-0.596984
ACSL6_B	-0.170460
ACSM2A_B	0.098561
ACSM2B_B	0.377249
ACSM3_B	0.362369
ACSS2_B	-0.246683
ACSS3_B	0.045209
ACTA1_B	0.671724
ACTA2_B	-1.098140
ACTB_B	0.414223
ACTC1_B	-0.231800
ACTG1_B	0.332217
ACTG2_B	-0.422063
ACTL10_B	-0.037195
ACTL6A_B	-0.085183
ACTN1_B	0.546388
ACTN3_B	1.709476
ACTN4_B	0.452829
ACTR10_B	0.050545
ACTR1A_B	-0.127220
ACTR1B_B	0.013945
ACTR2_B	-0.246308
ACTR3_B	0.034578
ACTR3B_B	-0.427392
ACTR5_B	0.185282
ACTR6_B	-0.430724
ACTR8_B	0.314798
ACVR1_B	0.126346
ACVR1B_B	-0.016740
ACVR1C_B	-0.059364
ACVR2A_B	-0.202718
ACVR2B_B	-0.105374
ACVRL1_B	0.078264
ACY1_B	0.726727
ACY3_B	0.562823
ACYP1_B	-1.636278
ACYP2_B	0.540018
ADA_B	-1.256467
ADAL_B	-0.102422
ADAM10_B	-0.288601
ADAM11_B	-0.457988
ADAM12_B	-0.422827
ADAM15_B	-0.412680
ADAM17_B	0.024829
ADAM19_B	0.078012
ADAM20_B	-0.062057
ADAM21_B	-0.119290
ADAM22_B	0.188584
ADAM23_B	-0.243629
ADAM28_B	-0.035440
ADAM33_B	0.217800
ADAM8_B	0.790334
ADAM9_B	-0.187517
ADAMTS1_B	-0.709676
ADAMTS10_B	-0.700360
ADAMTS12_B	0.159354
ADAMTS13_B	0.258850
ADAMTS14_B	-0.178999
ADAMTS15_B	0.540856
ADAMTS16_B	-0.168421
ADAMTS17_B	0.340463
ADAMTS18_B	1.065536
ADAMTS19_B	1.327888
ADAMTS2_B	-0.231194
ADAMTS20_B	-0.926580
ADAMTS3_B	-0.568114
ADAMTS4_B	-0.382406
ADAMTS5_B	-0.494568
ADAMTS6_B	-0.237327
ADAMTS7_B	-0.381513
ADAMTS8_B	-0.147056
ADAMTS9_B	-0.062757
ADAMTSL1_B	-0.476534
ADAMTSL2_B	0.213071
ADAMTSL4_B	0.421275
ADAP1_B	-0.525258
ADAP2_B	0.089870
ADAR_B	-0.064162
ADARB1_B	-0.417241
ADARB2_B	-0.114177
ADAT1_B	-0.172356
ADAT2_B	-0.169829
ADAT3_B	-0.131241
ADC_B	-0.002182
ADCK1_B	-0.106074
ADCK2_B	-0.289122
ADCK3_B	0.222833
ADCK4_B	0.579457
ADCK5_B	0.597906
ADCY1_B	-0.478197
ADCY10_B	-0.080562
ADCY2_B	-1.571033
ADCY3_B	0.144731
ADCY5_B	0.223662
ADCY6_B	0.378469
ADCY7_B	-0.493034
ADCY8_B	0.243777
ADCY9_B	-0.229932
ADCYAP1_B	-0.187281
ADCYAP1R1_B	-0.680268
ADD1_B	-0.048349
ADD2_B	-0.251463
ADD3_B	-0.110844
ADH4_B	-0.005668
ADH5_B	0.087421
ADH6_B	-0.035169
ADHFE1_B	0.634226
ADI1_B	0.347838
ADIPOQ_B	-0.268565
ADIPOR1_B	-0.091796
ADIPOR2_B	-0.259634
ADK_B	-0.326981
ADM_B	0.784929
ADM2_B	-0.201559
ADNP_B	0.179974
ADNP2_B	0.150428
ADO_B	-0.079856
ADORA1_B	-0.208808
ADORA2A_B	0.068822
ADORA2B_B	-1.057133
ADPGK_B	-0.181005
ADPRH_B	-0.294520
ADPRHL1_B	-0.185100
ADPRHL2_B	0.548186
ADRA1A_B	-0.650693
ADRA1B_B	1.161481
ADRA2A_B	0.303466
ADRA2B_B	-0.823476
ADRA2C_B	-0.315557
ADRB2_B	-0.094934
ADRBK1_B	-0.153106
ADRBK2_B	-0.289863
ADRM1_B	0.423889
ADSL_B	-0.127745
ADSS_B	0.173484
ADSSL1_B	1.147331
AEBP1_B	0.135545
AEBP2_B	-0.159107
AEN_B	0.354864
AES_B	-0.370255
AFAP1_B	-0.019147
AFAP1L1_B	0.537729
AFAP1L2_B	-0.211752
AFF1_B	-0.037436
AFF2_B	0.462768
AFF3_B	-0.063117
AFF4_B	-0.202009
AFG3L2_B	0.208300
AFMID_B	0.501005
AFP_B	-0.044157
AFTPH_B	-0.186418
AGA_B	0.071568
AGAP1_B	-0.289037
AGAP11_B	-0.264812
AGAP2_B	-0.003677
AGAP3_B	-0.268817
AGAP4_B	-0.202344
AGAP5_B	-0.771498
AGAP6_B	0.199155
AGAP7_B	-0.725115
AGAP8_B	0.189526
AGAP9_B	0.164933
AGBL2_B	-0.201127
AGBL3_B	-0.159840
AGBL5_B	-0.075068
AGER_B	1.157243
AGFG1_B	-0.046089
AGFG2_B	0.184388
AGGF1_B	-0.146284
AGK_B	-0.353639
AGL_B	-0.091911
AGMAT_B	0.747986
AGMO_B	-0.116898
AGPAT1_B	0.095102
AGPAT2_B	0.772180
AGPAT3_B	0.264614
AGPAT4_B	0.084857
AGPAT5_B	-0.529677
AGPAT6_B	0.088378
AGPAT9_B	-0.090270
AGPHD1_B	0.201807
AGPS_B	-0.008233
AGRN_B	0.337404
AGT_B	-0.776923
AGTPBP1_B	-0.177017
AGTRAP_B	0.217682
AGXT_B	1.142569
AGXT2L1_B	0.017137
AGXT2L2_B	0.229023
AHCTF1_B	-0.182807
AHCY_B	0.015878
AHCYL1_B	0.286493
AHCYL2_B	0.187381
AHDC1_B	0.585620
AHI1_B	-0.599124
AHNAK_B	-0.013033
AHNAK2_B	-0.133421
AHR_B	1.064164
AHRR_B	-0.058947
AHSA1_B	0.366307
AHSA2_B	0.257575
AICDA_B	-0.258212
AIDA_B	-0.147654
AIF1_B	0.002057
AIF1L_B	0.276114
AIFM1_B	0.167815
AIFM2_B	1.073082
AIFM3_B	1.576459
AIG1_B	0.269161
AIM1_B	0.573464
AIM1L_B	0.639953
AIM2_B	-0.821051
AIMP1_B	-0.067884
AIMP2_B	0.479784
AIP_B	0.069778
AIPL1_B	-0.016854
AIRE_B	0.154886
AJAP1_B	-0.814691
AJUBA_B	0.110804
AK1_B	0.097471
AK2_B	-0.000770
AK3_B	-0.254986
AK4_B	-0.601102
AK5_B	0.212036
AK7_B	0.021402
AK8_B	0.088968
AKAP1_B	-0.026201
AKAP10_B	-0.320368
AKAP11_B	-0.468159
