Gene	Expression
A1BG_T	0.820683
A1CF_T	0.663359
A2LD1_T	-0.968971
A4GALT_T	-0.934408
AAAS_T	-0.037351
AACS_T	-0.111301
AADAT_T	-0.071704
AAED1_T	0.036747
AAGAB_T	-0.487888
AAK1_T	0.181571
AAMP_T	-0.345855
AARS_T	-0.173500
AARS2_T	-0.302706
AARSD1_T	-0.090489
AASDH_T	-0.001272
AASDHPPT_T	-0.077755
AASS_T	-0.362039
AATF_T	-0.443737
AATK_T	0.352678
ABAT_T	-0.481723
ABCA1_T	-0.014594
ABCA10_T	0.146172
ABCA12_T	-0.292777
ABCA13_T	-0.311065
ABCA2_T	0.846188
ABCA3_T	0.540485
ABCA5_T	-0.013378
ABCA7_T	-0.127894
ABCA9_T	0.467179
ABCB1_T	-0.273361
ABCB10_T	-0.396493
ABCB4_T	0.266635
ABCB5_T	1.554682
ABCB6_T	0.388045
ABCB7_T	0.357940
ABCB8_T	0.284960
ABCB9_T	-0.449698
ABCC1_T	0.026121
ABCC10_T	-0.397711
ABCC11_T	-0.039784
ABCC2_T	-1.391327
ABCC4_T	-0.985805
ABCC5_T	-0.049963
ABCC6_T	-0.341247
ABCC8_T	-0.428605
ABCC9_T	-0.246690
ABCD1_T	-0.838635
ABCD3_T	-0.204353
ABCD4_T	-0.211562
ABCE1_T	-0.056530
ABCF1_T	-0.216244
ABCF2_T	-0.397204
ABCF3_T	-0.438468
ABCG1_T	-0.367752
ABCG2_T	-0.421227
ABHD10_T	0.301920
ABHD11_T	-2.343083
ABHD12_T	-0.386086
ABHD13_T	0.442948
ABHD14A_T	-1.872836
ABHD14B_T	0.991029
ABHD15_T	0.229663
ABHD16A_T	0.168202
ABHD2_T	0.030509
ABHD3_T	-1.606049
ABHD4_T	0.905849
ABHD5_T	0.373720
ABHD6_T	-0.333056
ABHD8_T	0.292684
ABI1_T	-0.015259
ABI2_T	0.588423
ABL1_T	-0.355283
ABL2_T	0.062661
ABLIM1_T	-0.328621
ABLIM2_T	-0.327315
ABLIM3_T	-0.105291
ABO_T	-1.658792
ABP1_T	-0.625612
ABR_T	-0.115614
ABRACL_T	-0.191153
ABT1_T	-0.040711
ABTB1_T	1.395421
ABTB2_T	-1.654173
ACAA1_T	-1.154776
ACAA2_T	-0.356956
ACACA_T	0.193252
ACACB_T	0.215640
ACAD10_T	-0.128182
ACAD11_T	0.938947
ACAD8_T	-0.407233
ACAD9_T	0.102629
ACADL_T	-0.121362
ACADM_T	-0.701332
ACADS_T	-0.379594
ACADSB_T	-0.742707
ACADVL_T	0.527036
ACAN_T	0.345399
ACAP1_T	-0.196960
ACAP2_T	0.423182
ACAP3_T	-0.034063
ACAT1_T	-0.084741
ACAT2_T	-0.322972
ACBD3_T	0.740391
ACBD4_T	0.521584
ACBD5_T	0.380620
ACBD6_T	-0.077753
ACBD7_T	0.423147
ACCS_T	-0.742951
ACD_T	0.174697
ACE2_T	-0.237862
ACER2_T	0.389010
ACER3_T	0.001812
ACHE_T	-0.239180
ACIN1_T	-0.469215
ACLY_T	-0.237301
ACMSD_T	-1.103761
ACN9_T	0.499554
ACO1_T	0.071036
ACO2_T	0.460118
ACOT1_T	-0.901408
ACOT11_T	-0.645281
ACOT13_T	0.132135
ACOT2_T	-1.805189
ACOT4_T	-0.335850
ACOT7_T	-1.459565
ACOT8_T	-0.809220
ACOT9_T	0.046118
ACOX1_T	0.370790
ACOX2_T	-1.170392
ACOX3_T	-0.263126
ACOXL_T	-0.195840
ACP1_T	0.119605
ACP2_T	-0.945362
ACP5_T	-0.869441
ACP6_T	0.456932
ACPL2_T	0.064242
ACPP_T	1.055809
ACR_T	-0.170553
ACRBP_T	-0.854209
ACRC_T	-0.258391
ACSBG1_T	1.020541
ACSF2_T	-0.346793
ACSF3_T	-0.231744
ACSL1_T	-0.479270
ACSL3_T	0.090092
ACSL4_T	-0.232442
ACSL6_T	-0.235779
ACSM2A_T	-0.329377
ACSM2B_T	-0.883343
ACSM3_T	0.298659
ACSS2_T	0.841910
ACSS3_T	0.582240
ACTA1_T	-0.092318
ACTA2_T	1.587861
ACTB_T	-0.304531
ACTC1_T	0.512933
ACTG1_T	-0.021669
ACTG2_T	-0.494595
ACTL10_T	-0.039360
ACTL6A_T	-0.066076
ACTN1_T	0.191270
ACTN3_T	-1.360677
ACTN4_T	-0.463764
ACTR10_T	-0.408728
ACTR1A_T	0.147542
ACTR1B_T	-0.210748
ACTR2_T	0.102358
ACTR3_T	0.106550
ACTR3B_T	-0.335070
ACTR5_T	-0.723139
ACTR6_T	0.092197
ACTR8_T	-0.406211
ACVR1_T	0.316714
ACVR1B_T	-0.362766
ACVR1C_T	0.952919
ACVR2A_T	-0.396459
ACVR2B_T	0.367084
ACVRL1_T	-0.119095
ACY1_T	-0.739943
ACY3_T	-0.232430
ACYP1_T	1.422151
ACYP2_T	-1.386032
ADA_T	0.636194
ADAL_T	0.282538
ADAM10_T	0.151733
ADAM11_T	-0.531280
ADAM12_T	0.850248
ADAM15_T	0.186267
ADAM17_T	0.093159
ADAM19_T	0.187403
ADAM20_T	1.179088
ADAM21_T	-0.119290
ADAM22_T	-0.218839
ADAM23_T	0.038310
ADAM28_T	-0.037605
ADAM33_T	-0.106422
ADAM8_T	-0.211489
ADAM9_T	0.013557
ADAMTS1_T	-0.500766
ADAMTS10_T	0.890136
ADAMTS12_T	-0.151418
ADAMTS13_T	-0.515993
ADAMTS14_T	0.976511
ADAMTS15_T	0.442585
ADAMTS16_T	1.142486
ADAMTS17_T	-0.475498
ADAMTS18_T	0.241332
ADAMTS19_T	-0.182268
ADAMTS2_T	1.358063
ADAMTS20_T	1.225959
ADAMTS3_T	0.246106
ADAMTS4_T	0.931578
ADAMTS5_T	0.592822
ADAMTS6_T	1.029704
ADAMTS7_T	0.054592
ADAMTS8_T	-0.147056
ADAMTS9_T	-0.497276
ADAMTSL1_T	2.103160
ADAMTSL2_T	0.488311
ADAMTSL4_T	-1.288748
ADAP1_T	-0.527423
ADAP2_T	0.853806
ADAR_T	-0.239452
ADARB1_T	0.277323
ADARB2_T	0.582346
ADAT1_T	-0.340276
ADAT2_T	0.000346
ADAT3_T	-0.390023
ADC_T	-1.605789
ADCK1_T	0.705899
ADCK2_T	0.639869
ADCK3_T	0.744621
ADCK4_T	0.381360
ADCK5_T	-1.208929
ADCY1_T	0.207365
ADCY10_T	-0.082728
ADCY2_T	2.083921
ADCY3_T	-0.060735
ADCY5_T	0.536145
ADCY6_T	-0.281911
ADCY7_T	0.552727
ADCY8_T	-0.541369
ADCY9_T	0.428294
ADCYAP1_T	-0.187281
ADCYAP1R1_T	1.146381
ADD1_T	-0.363181
ADD2_T	0.711200
ADD3_T	-0.074134
ADH4_T	-0.756674
ADH5_T	-0.218284
ADH6_T	-0.037335
ADHFE1_T	-1.220458
ADI1_T	-0.438092
ADIPOQ_T	0.557783
ADIPOR1_T	0.321945
ADIPOR2_T	0.017066
ADK_T	0.354639
ADM_T	0.352845
ADM2_T	1.160260
ADNP_T	0.177428
ADNP2_T	-0.044133
ADO_T	-0.035098
ADORA1_T	0.411864
ADORA2A_T	-0.462073
ADORA2B_T	0.124296
ADPGK_T	-0.352954
ADPRH_T	0.657213
ADPRHL1_T	-0.734115
ADPRHL2_T	-0.346617
ADRA1A_T	-0.652858
ADRA1B_T	-0.464322
ADRA2A_T	-0.289233
ADRA2B_T	-0.825641
ADRA2C_T	-0.501415
ADRB2_T	-0.097100
ADRBK1_T	0.474719
ADRBK2_T	0.318380
ADRM1_T	-0.885186
ADSL_T	-0.187779
ADSS_T	-0.355702
ADSSL1_T	-2.535659
AEBP1_T	0.784942
AEBP2_T	0.167343
AEN_T	0.130803
AES_T	0.005548
AFAP1_T	0.410963
AFAP1L1_T	0.595275
