Gene	Expression
A1BG_P	-0.096128
A1CF_P	-0.406994
A2LD1_P	-0.206558
A4GALT_P	-0.067977
AAAS_P	0.035490
AACS_P	0.047531
AADAT_P	0.185762
AAED1_P	-0.024863
AAGAB_P	-0.560170
AAK1_P	-0.494000
AAMP_P	-0.289949
AARS_P	0.154286
AARS2_P	0.235143
AARSD1_P	0.217936
AASDH_P	-0.262087
AASDHPPT_P	-0.173764
AASS_P	-0.411718
AATF_P	0.283717
AATK_P	0.338081
ABAT_P	-0.504917
ABCA1_P	-0.389965
ABCA10_P	-0.067117
ABCA12_P	-0.283944
ABCA13_P	-0.301444
ABCA2_P	0.480242
ABCA3_P	0.437654
ABCA5_P	-0.056792
ABCA7_P	-0.206475
ABCA9_P	0.016259
ABCB1_P	-0.273361
ABCB10_P	-0.430030
ABCB4_P	-0.762299
ABCB5_P	0.631780
ABCB6_P	0.376232
ABCB7_P	0.364016
ABCB8_P	0.042235
ABCB9_P	0.039719
ABCC1_P	0.249172
ABCC10_P	-0.777476
ABCC11_P	-0.039784
ABCC2_P	-1.391327
ABCC4_P	-0.439822
ABCC5_P	-0.043527
ABCC6_P	-0.281528
ABCC8_P	0.929045
ABCC9_P	-0.187826
ABCD1_P	-0.679496
ABCD3_P	-0.135862
ABCD4_P	-0.202044
ABCE1_P	-0.186185
ABCF1_P	0.084869
ABCF2_P	-0.454306
ABCF3_P	-0.151295
ABCG1_P	-0.354760
ABCG2_P	-0.421227
ABHD10_P	0.179458
ABHD11_P	0.310406
ABHD12_P	-0.039965
ABHD13_P	-0.291485
ABHD14A_P	0.440149
ABHD14B_P	1.006856
ABHD15_P	0.037035
ABHD16A_P	-0.064845
ABHD2_P	-0.104999
ABHD3_P	-0.220795
ABHD4_P	0.234271
ABHD5_P	0.110844
ABHD6_P	-0.080062
ABHD8_P	0.535270
ABI1_P	-0.270906
ABI2_P	0.329422
ABL1_P	-0.058972
ABL2_P	-0.316313
ABLIM1_P	-0.295293
ABLIM2_P	-0.305065
ABLIM3_P	-0.105291
ABO_P	-0.770821
ABP1_P	-0.625612
ABR_P	0.273309
ABRACL_P	-0.271865
ABT1_P	-0.229596
ABTB1_P	0.051042
ABTB2_P	-0.620584
ACAA1_P	-0.266735
ACAA2_P	-0.276431
ACACA_P	-0.039201
ACACB_P	0.156531
ACAD10_P	-0.264774
ACAD11_P	0.079293
ACAD8_P	-0.358998
ACAD9_P	0.244600
ACADL_P	0.682368
ACADM_P	-0.630740
ACADS_P	0.580294
ACADSB_P	-0.732222
ACADVL_P	0.377039
ACAN_P	-0.360469
ACAP1_P	-0.196960
ACAP2_P	0.221553
ACAP3_P	0.215072
ACAT1_P	-0.027768
ACAT2_P	-0.141636
ACBD3_P	0.098817
ACBD4_P	-0.021371
ACBD5_P	0.036207
ACBD6_P	0.273294
ACBD7_P	-0.359901
ACCS_P	0.552274
ACD_P	0.009910
ACE2_P	-0.237862
ACER2_P	-0.342984
ACER3_P	-0.725127
ACHE_P	-0.239180
ACIN1_P	-0.372361
ACLY_P	-0.117359
ACMSD_P	-1.103761
ACN9_P	0.182071
ACO1_P	-0.298637
ACO2_P	0.083282
ACOT1_P	1.341786
ACOT11_P	-0.305677
ACOT13_P	0.132380
ACOT2_P	0.151378
ACOT4_P	-0.335850
ACOT7_P	0.299296
ACOT8_P	-0.119974
ACOT9_P	0.102776
ACOX1_P	-0.317524
ACOX2_P	-0.053632
ACOX3_P	0.519616
ACOXL_P	-0.195840
ACP1_P	-0.101321
ACP2_P	0.082380
ACP5_P	-0.723396
ACP6_P	-0.449475
ACPL2_P	0.274966
ACPP_P	-0.242709
ACR_P	1.985992
ACRBP_P	0.493833
ACRC_P	-0.258391
ACSBG1_P	0.893032
ACSF2_P	0.302591
ACSF3_P	-0.593406
ACSL1_P	0.180103
ACSL3_P	0.013005
ACSL4_P	0.127188
ACSL6_P	0.082840
ACSM2A_P	-0.209878
ACSM2B_P	0.877184
ACSM3_P	0.475434
ACSS2_P	0.226837
ACSS3_P	0.166142
ACTA1_P	-0.173191
ACTA2_P	0.497988
ACTB_P	-0.304531
ACTC1_P	0.344917
ACTG1_P	-0.176733
ACTG2_P	0.052475
ACTL10_P	-0.039360
ACTL6A_P	-0.281538
ACTN1_P	0.132093
ACTN3_P	-0.225762
ACTN4_P	-0.037969
ACTR10_P	-0.055502
ACTR1A_P	0.197948
ACTR1B_P	0.052767
ACTR2_P	-0.201444
ACTR3_P	-0.223449
ACTR3B_P	-0.008701
ACTR5_P	0.940849
ACTR6_P	-0.095946
ACTR8_P	-0.460987
ACVR1_P	0.634774
ACVR1B_P	-0.423778
ACVR1C_P	-0.050895
ACVR2A_P	-0.338299
ACVR2B_P	0.158911
ACVRL1_P	-0.119095
ACY1_P	-0.828172
ACY3_P	-0.232430
ACYP1_P	0.802486
ACYP2_P	-0.352443
ADA_P	0.493008
ADAL_P	-0.226913
ADAM10_P	0.006102
ADAM11_P	-0.696015
ADAM12_P	-0.001876
ADAM15_P	-0.149665
ADAM17_P	-0.129051
ADAM19_P	0.416533
ADAM20_P	-0.062057
ADAM21_P	-0.119290
ADAM22_P	-0.111053
ADAM23_P	0.227695
ADAM28_P	-0.037605
ADAM33_P	0.655991
ADAM8_P	-0.211489
ADAM9_P	0.064426
ADAMTS1_P	0.062631
ADAMTS10_P	0.416335
ADAMTS12_P	-0.169124
ADAMTS13_P	0.057903
ADAMTS14_P	-0.042306
ADAMTS15_P	1.281500
ADAMTS16_P	-0.153194
ADAMTS17_P	-0.444396
ADAMTS18_P	-0.821666
ADAMTS19_P	-0.413728
ADAMTS2_P	0.670004
ADAMTS20_P	-0.341898
ADAMTS3_P	-0.451467
ADAMTS4_P	0.307595
ADAMTS5_P	0.847850
ADAMTS6_P	0.406769
ADAMTS7_P	0.286651
ADAMTS8_P	1.143166
ADAMTS9_P	-0.335944
ADAMTSL1_P	0.987130
ADAMTSL2_P	-0.340213
ADAMTSL4_P	0.217831
ADAP1_P	-0.074555
ADAP2_P	-0.225256
ADAR_P	-0.267098
ADARB1_P	-0.217508
ADARB2_P	-0.261215
ADAT1_P	0.060669
ADAT2_P	0.029010
ADAT3_P	-0.318337
ADC_P	0.469810
ADCK1_P	-0.189505
ADCK2_P	0.497321
ADCK3_P	0.341417
ADCK4_P	-0.153811
ADCK5_P	-1.038827
ADCY1_P	0.191823
ADCY10_P	-0.032424
ADCY2_P	1.063758
ADCY3_P	0.217777
ADCY5_P	-0.241863
ADCY6_P	-0.014255
ADCY7_P	0.687276
ADCY8_P	-0.284304
ADCY9_P	0.530334
ADCYAP1_P	-0.160595
ADCYAP1R1_P	0.296251
ADD1_P	-0.169073
ADD2_P	0.693161
ADD3_P	-0.138221
ADH4_P	0.054351
ADH5_P	-0.071928
ADH6_P	-0.037335
ADHFE1_P	0.564650
ADI1_P	-0.835845
ADIPOQ_P	-0.047701
ADIPOR1_P	0.064719
ADIPOR2_P	0.008021
ADK_P	0.299262
ADM_P	0.066356
ADM2_P	0.096468
ADNP_P	-0.012039
ADNP2_P	-0.307113
ADO_P	-0.335063
ADORA1_P	0.392228
ADORA2A_P	-0.119451
ADORA2B_P	0.349102
ADPGK_P	-0.147963
ADPRH_P	-0.499241
ADPRHL1_P	0.190826
ADPRHL2_P	0.257133
ADRA1A_P	0.609149
ADRA1B_P	0.017192
ADRA2A_P	-0.289233
ADRA2B_P	-0.045066
ADRA2C_P	-0.333592
ADRB2_P	0.000068
ADRBK1_P	0.156863
ADRBK2_P	0.155074
ADRM1_P	-0.335954
ADSL_P	-0.122129
ADSS_P	-0.113963
ADSSL1_P	0.413469
AEBP1_P	0.803027
AEBP2_P	0.099065
AEN_P	-0.308900
AES_P	0.233927
AFAP1_P	0.286761
AFAP1L1_P	-0.301076
AFAP1L2_P	0.728190
AFF1_P	-0.063550
AFF2_P	0.028895
AFF3_P	-0.721552
AFF4_P	0.023983
AFG3L2_P	-0.058747
AFMID_P	0.195985
AFP_P	-0.472095
AFTPH_P	-0.011258
AGA_P	-0.120725
AGAP1_P	0.217733
AGAP11_P	-0.139144
AGAP2_P	0.369574
AGAP3_P	0.378137
AGAP4_P	-0.202344
AGAP5_P	1.057378
AGAP6_P	-0.332999
AGAP7_P	1.089172
AGAP8_P	-0.255498
AGAP9_P	-1.259911
AGBL2_P	0.502706
AGBL3_P	-0.035946
AGBL5_P	0.104576
AGER_P	-0.525440
AGFG1_P	-0.084570
AGFG2_P	0.696557
AGGF1_P	-0.300391
AGK_P	0.237737
AGL_P	-0.403728
AGMAT_P	-1.903165
AGMO_P	-0.107418
AGPAT1_P	0.033584
AGPAT2_P	0.852426
AGPAT3_P	-0.386227
AGPAT4_P	0.371002
AGPAT5_P	0.022158
AGPAT6_P	0.143546
AGPAT9_P	-0.092435
AGPHD1_P	0.208368
AGPS_P	-0.282500
AGRN_P	0.012969
AGT_P	0.216853
AGTPBP1_P	-0.203923
AGTRAP_P	-0.571091
AGXT_P	-1.067454
AGXT2L1_P	-0.422297
AGXT2L2_P	0.179612
AHCTF1_P	-0.168520
AHCY_P	0.038863
AHCYL1_P	-0.017836
AHCYL2_P	0.176891
AHDC1_P	0.081424
AHI1_P	0.319439
AHNAK_P	0.334325
AHNAK2_P	-0.418360
AHR_P	-0.488482
AHRR_P	0.338025
AHSA1_P	-0.236330
AHSA2_P	0.515564
AICDA_P	-0.285672
AIDA_P	-0.047517
AIF1_P	-0.000108
AIF1L_P	0.014308
AIFM1_P	-0.148193
AIFM2_P	0.193636
AIFM3_P	-0.493630
AIG1_P	-0.077906
AIM1_P	-0.559696
AIM1L_P	0.266879
AIM2_P	0.112877
AIMP1_P	0.326151
AIMP2_P	-0.634878
AIP_P	0.665317
AIPL1_P	0.565694
AIRE_P	0.094514
AJAP1_P	0.053119
AJUBA_P	0.343246
AK1_P	0.112803
AK2_P	-0.098285
AK3_P	-0.052456
AK4_P	0.094510
AK5_P	0.290995
AK7_P	0.471087
AK8_P	-0.235925
AKAP1_P	0.065293
AKAP10_P	-0.073581
AKAP11_P	-0.082119
AKAP12_P	0.322361
AKAP13_P	-0.063250
AKAP17A_P	0.403932
AKAP2_P	-0.161573
AKAP5_P	-0.407600
AKAP6_P	-0.532792
AKAP7_P	-0.606408
AKAP8_P	-0.021182
AKAP8L_P	0.284493
AKAP9_P	-0.021315
AKD1_P	0.446451
AKIP1_P	0.122074
AKIRIN1_P	-0.453259
AKIRIN2_P	-0.111058
AKNA_P	0.223790
AKR1A1_P	0.321813
AKR1B1_P	0.044245
AKR1B10_P	-0.584283
AKR1B15_P	0.673267
AKR1C1_P	0.021986
AKR1C2_P	-0.137879
AKR1C3_P	-0.087756
AKR1D1_P	-0.166980
AKR1E2_P	0.128840
AKR7A2_P	0.362293
AKR7A3_P	-0.208544
AKT1_P	0.208359
AKT1S1_P	0.226660
AKT2_P	-0.121667
AKT3_P	0.793797
AKTIP_P	-0.284895
ALAD_P	0.271364
ALAS1_P	-0.137292
ALCAM_P	-0.025599
ALDH16A1_P	0.010543
ALDH18A1_P	-0.169232
ALDH1A1_P	0.112102
ALDH1A2_P	-0.005778
ALDH1A3_P	0.458106
ALDH1B1_P	-0.125151
ALDH1L1_P	-0.860479
ALDH1L2_P	0.181421
ALDH2_P	-0.160258
ALDH3A2_P	-0.054749
ALDH3B1_P	0.228478
ALDH4A1_P	-0.548840
ALDH5A1_P	-0.260583
ALDH6A1_P	-0.007512
ALDH7A1_P	0.088911
ALDH8A1_P	-0.497293
ALDH9A1_P	-0.348058
ALDOA_P	0.271169
ALDOC_P	0.623991
ALG1_P	-0.649736
ALG10_P	0.130458
ALG10B_P	0.010436
ALG11_P	-0.280091
ALG12_P	0.362951
ALG13_P	-0.220287
ALG14_P	-0.874401
