Gene	Expression
A1CF_I	0.308988
A2LD1_I	1.32157
A4GALT_I	0.960241
ABCA10_I	1.12756
ABCA12_I	0.234999
ABCA13_I	0.301114
ABCA9_I	1.02008
ABCB1_I	0.473124
ABCB4_I	0.695304
ABCB9_I	0.937696
ABCC11_I	0
ABCC8_I	0.558446
ABCD1_I	0.445564
ABCG1_I	1.02008
ABCG2_I	0.262539
ABLIM2_I	0.723727
ABLIM3_I	0.38356
ABP1_I	0
ACADL_I	0.345732
ACAN_I	0.262539
ACAP1_I	0
ACCS_I	1.25766
ACE2_I	0
ACHE_I	0.265598
ACMSD_I	0.926106
ACOT11_I	0.240805
ACOT1_I	0
ACOT4_I	0.749933
ACOXL_I	0
ACP5_I	1.00939
ACPP_I	0
ACRBP_I	0.308988
ACRC_I	0.529424
ACR_I	0
ACSBG1_I	0
ACSL1_I	0.921821
ACSL6_I	0.228402
ACSM2A_I	0.573767
ACTG2_I	1.17837
ACTL10_I	0
ACTN3_I	1.1566
ACVR1C_I	0
ACVRL1_I	0.767165
ACY3_I	0
ADAM12_I	0.712187
ADAM20_I	0
ADAM21_I	0
ADAM28_I	0
ADAM33_I	0.326485
ADAM8_I	0.177142
ADAMTS10_I	1.12756
ADAMTS13_I	0.835968
ADAMTS14_I	0
ADAMTS17_I	0
ADAMTS18_I	0.643408
ADAMTS2_I	0.971811
ADAMTS4_I	1.05495
ADAMTS5_I	0.135603
ADAMTS6_I	0.895562
ADAMTS8_I	0
ADAMTSL1_I	0
ADAMTSL2_I	0.69987
ADAP1_I	0.690188
ADAP2_I	0
ADARB2_I	0.169884
ADAT3_I	0
ADCY10_I	0
ADCY5_I	0.723727
ADCY8_I	0.278233
ADCYAP1R1_I	0
ADCYAP1_I	0.535696
ADH4_I	0
ADH6_I	0
ADIPOQ_I	0
ADM2_I	0.991855
ADORA2A_I	0.496998
ADPRHL1_I	0
ADPRH_I	0.367008
ADRA1A_I	0.529424
ADRA1B_I	0
ADRA2A_I	0
ADRA2C_I	0.570193
ADRB2_I	0
AFAP1L1_I	0.408944
AFP_I	0
AGAP11_I	0
AGAP2_I	0
AGAP4_I	0
AGAP5_I	0
AGAP6_I	1.30938
AGBL2_I	0.465305
AGBL3_I	0.162187
AGFG2_I	0.352357
AGMO_I	0.122016
