Gene	Expression
A1CF	0.344766
AATK	1.14845
ABCA10	0.458862
ABCA12	1.29407
ABCA13	0.031102
ABCA9	0.554407
ABCB1	0
ABCB5	0.808756
ABCB9	0.066064
ABCC11	0.039002
ABCC8	0.207352
ABCD1	0.928853
ABCG1	0.820881
ABCG2	1.05866
ABHD15	1.15667
ABLIM2	0
ABLIM3	0
ABTB1	1.07817
ACADL	0.071475
ACAN	0.026686
ACAP1	0.361841
ACCS	0.125932
ACE2	0.225977
ACHE	0
ACOT11	0.394296
ACOT4	0
ACOXL	0.997475
ACRBP	0.728262
ACRC	0
ACR	0
ACSBG1	0
ACSF2	0.58627
ACSL1	0
ACSL6	0.118172
ACSM2A	0
ACSM2B	1.28638
ACTG2	0.569792
ACTL10	0
ACVR1C	0.055701
ACVRL1	0
ACY3	0.211189
ADAM12	0
ADAM20	0
ADAM21	0
ADAM28	0.749933
ADAM33	0
ADAM8	0.82885
ADAMTS10	0.498155
ADAMTS13	0.524594
ADAMTS14	0.061052
ADAMTS15	0.453214
ADAMTS17	0.323071
ADAMTS20	0.609889
ADAMTS2	0.882613
ADAMTS4	0.722706
ADAMTS5	0
ADAMTS6	0.554407
ADAMTS8	0
ADAMTSL1	0.029779
ADAMTSL2	0.295963
ADAP1	0
ADAP2	0.195807
ADARB2	0.547201
ADAT3	0
ADCY10	0.071475
ADCY2	0.979479
ADCY5	1.04364
ADCY7	1.19766
ADCY8	1.12582
ADCYAP1R1	0.125932
ADCYAP1	0
ADH4	0.402126
ADH6	0.744531
ADIPOQ	0
ADM2	0.635442
ADORA2A	0.375668
ADORA2B	1.15667
ADPRHL1	0.187799
ADPRH	0.769904
ADRA1A	0.686077
ADRA2A	1.31615
ADRA2B	0.728262
ADRA2C	1.50062
ADRB2	0
AFAP1L1	0.301114
AFP	0.86241
AGAP11	0.071475
AGAP2	0.144452
AGAP4	0.842138
AGAP5	1.07368
AGAP7	0.283339
AGAP8	0.020916
AGBL2	0.043582
AGBL3	0.176951
AGER	0.524594
AGFG2	0.413614
AGMO	0
AGPAT9	0
AGT	0.923221
AGXT2L1	0.837191
AHNAK2	0.21621
AHRR	0.030441
AICDA	0.413614
AIF1	0
AIFM3	0.225977
AIM2	0.229306
AIPL1	0.813452
AIRE	0.088877
AK5	0
AK8	0.365116
AKAP5	0.756504
AKAP6	0.890983
AKR1B10	0.728262
AKR1C1	0
AKR1C2	0.375668
AKR1C3	0.69268
AKR1D1	0
AKR1E2	0.131825
AKR7A3	0.581454
ALDH1A2	0
ALDH1A3	0.242055
ALDH1L2	0.407433
ALDH3B1	0.439727
ALK	0
ALOX12B	0.103541
ALOX12	0
ALOX15	0.524594
ALOX5AP	0
ALPK1	0.654633
ALPK2	0.756504
ALS2CL	0.516069
ALX3	0
ALX4	0.58627
AMH	0
AMY2B	1.32675
ANGPT2	0.394296
ANGPT4	0
ANGPTL4	0
ANK1	0.272453
ANKAR	0.813452
ANKDD1A	0.808756
ANKFN1	0
ANKH	0.024966
ANKLE1	0.207352
ANKMY1	0.075065
ANKRD13B	1.44653
ANKRD20A1	0
ANKRD20A2	0
ANKRD20A3	0
ANKRD20A4	0.045755
ANKRD22	0
ANKRD23	1.13521
ANKRD24	0.928853
ANKRD29	0
ANKRD2	0
ANKRD31	0
ANKRD34B	0
ANKRD35	1.19144
ANKRD44	0.071475
ANKRD53	0
ANKRD65	0
ANKS1B	0.820881
ANKS4B	0.472557
ANO1	0.380959
ANO2	0
ANO7	0.394296
ANO9	1.15273
ANP32D	0
ANXA8L1	0
AOAH	0.756504
AOC2	0.344766
AOC3	0.498155
AOX1	1.38987
AP3B2	0.295963
APC2	0.048574
APCDD1	0.842138
APLNR	0.398929
APLN	0.254995
APOA2	0
APOBEC3A	1.09842
APOBEC3B	0
APOBR	0.039002
APOC3	0
APOC4	0
APOF	0
APOL1	0.055701
APOL2	1.2001
APOL4	1.07644
APOL6	1.16516
AQP11	0.837191
AQP1	0
AQP4	1.13255
AQP5	0.116166
AQP6	0.021361
ARAP2	0.920517
ARAP3	1.05337
ARC	0
ARHGAP11B	0
ARHGAP15	0
ARHGAP20	0
ARHGAP22	0
ARHGAP23	1.17626
ARHGAP25	0.877644
ARHGAP27	1.05463
ARHGAP31	0.027239
ARHGAP6	0.507091
ARHGDIB	0
ARHGDIG	0
ARHGEF33	0
ARHGEF37	0.144452
ARID5A	0.621676
ARL11	0.166285
ARMC12	0.24757
ARNTL	0.871769
ARPC4-TTLL3	1.28973
ARRDC2	1.10381
ARSF	0
ARSJ	0.036855
ART5	1.47852
ARTN	0
ASAH2	0.107202
ASB11	0
ASB12	1.01796
ASB16	0
ASB2	0
ASB4	0
ASCL1	0
ASGR1	0.756504
ASIC2	0.056982
ASIC3	0
ASIC4	0
ASMT	0
ASPA	0
ASPG	0
ASPHD1	0
ASPRV1	0
ASXL3	0.670794
ATAD3C	0.439727
ATG9B	0.24757
ATOH8	0.051623
ATP13A4	0.994034
ATP1A3	0.116166
ATP1B4	0
ATP2A1	0
ATP5J2-PTCD1	0
ATP5L2	0
ATP6V0A4	0.277545
ATP6V0D2	0
ATP6V1C2	0.575208
ATP6V1E2	0.402126
ATP6V1G2	1.5194
ATP8A2	0.283339
ATP8B3	0.782143
ATP8B4	1.05337
ATXN1	0.606921
AURKC	1.2165
B3GALT2	0.618207
B3GALT4	1.0494
B3GALT5	0.098802
B3GAT2	0
B3GNT4	0
B3GNT6	0.028676
B3GNT8	0
B4GALNT1	0
B7H6	0.028676
BAGE	0
BAI1	0.507091
BAI3	0.704483
BAIAP3	0.717207
BARHL2	0
BARX1	0
BARX2	1.35946
BATF2	0.277545
BCAS1	0
BCL11A	0
BCL11B	0.911517
BCL2L15	0
BCL2	0.125932
BCL3	0
BCL6B	0.113707
BCO2	0
BDKRB2	0.169884
BEAN1	0
BEGAIN	0
BEND2	0.036855
BEND6	1.40818
BEST3	0
BEST4	0.098802
BEX5	0.407433
BFSP2	0
BGN	0.899653
BHLHA15	0
BHLHE22	0
BHLHE40	1.11148
BHLHE41	0.043582
BHMT2	1.00207
BIRC3	0.130394
BMP3	0.254995
BMP5	0.988611
BMP6	0.291221
BMP8A	0
BMP8B	0.103541
BNC2	0.236688
BOLA1	0
BRDT	0
BRS3	0
BSN	0.040568
BST1	1.3315
BTBD11	0.681055
BTBD17	0
BTBD19	0.877644
BTBD8	1.28973
BTN3A3	0.315126
BTNL9	0
C10orf105	0
C10orf111	0
C10orf11	0
C10orf54	0.486413
C10orf67	0
C11orf20	0
C11orf35	0.972327
C11orf41	0.707812
C11orf45	0.116166
C11orf52	0
C11orf65	0.277545
C11orf86	0
C11orf91	0
C11orf93	0.626667
C11orf96	0
C12orf39	1.18791
C12orf68	0.315126
C12orf77	0.736645
C13orf33	0.071475
C14orf176	0.445564
C14orf182	0
C14orf39	1.25322
C14orf45	0.427938
C15orf2	0.040568
C15orf38-AP3S2	0
C15orf52	0
C15orf56	0
C15orf58	0
C15orf59	0
C15orf61	1.45774
C16orf54	0.268465
C16orf71	0
C16orf73	0
C16orf74	0
C16orf79	1.20717
C16orf86	1.29407
C16orf89	0
C16orf92	0
C16orf93	1.27663
C16orf95	0
C16orf96	1.10699
C17orf107	0.272453
C17orf109	0
C17orf50	0
C17orf57	0.782143
C17orf72	0
C17orf77	0
C17orf97	0.58627
C17orf98	0
C18orf1	0.407433
C18orf26	1.05866
C18orf34	0
C18orf56	0.866897
C19orf26	1.39202
C19orf35	0
C19orf45	0
C19orf57	0
C19orf73	0
C19orf75	0
C19orf76	0
C1QL1	0
C1QL3	0.394296
C1QTNF1	0.056982
C1QTNF2	0.088877
C1QTNF3	0.728262
C1QTNF4	0.503652
C1QTNF9B-AS1	0
C1R	0.088877
C1S	0.344766
C1orf101	0
C1orf116	1.0494
C1orf130	0.882613
C1orf141	0
C1orf150	0.542589
C1orf151-NBL1	0
C1orf172	1.09842
C1orf173	0.028013
C1orf186	0.195807
C1orf192	0
C1orf194	0
C1orf228	0.131825
C1orf229	0.647222
C1orf38	0.882613
C1orf49	0.988611
C1orf53	1.05463
C1orf56	1.21026
C1orf87	0.387302
C1orf95	0.199721
C20orf118	0
C20orf132	0.308988
C20orf160	0
C20orf195	0.659814
C20orf202	0
C20orf203	0.233454
C20orf26	0
C21orf7	0.149595
C22orf15	0
C22orf23	0
C22orf24	0
C22orf25	0.763815
C2CD2L	0.858737
C2CD4A	0.024966
C2CD4B	0
C2CD4C	1.26008
C2orf40	0
C2orf62	0
C2orf65	1.24318
C2orf66	0
C2orf76	0.777864
C2orf77	0.125932
C2orf80	0
C2orf83	0.075065
C2orf84	0
C2orf88	0.187799
C2orf89	0
C2orf91	0.565895
C3orf14	0
C3orf18	0.715175
C3orf24	0
C3orf25	0.670794
C3orf27	0
C3orf35	0.223144
C3orf52	0.837191
C3orf71	1.13763
C3orf72	0.465305
C3orf80	0
C4A	0.268465
C4orf26	0
C4orf32	0.664384
C4orf36	0.323071
C4orf48	0
C4orf49	0.203312
C5AR1	0.32871
C5orf49	0
C5orf58	0
C5orf60	0
C5orf63	0
C5orf65	0.050304
C6orf118	0.338256
C6orf141	0.606921
C6orf163	0.516069
C6orf221	0
C6orf226	0
C6orf25	0
C6orf52	0
C6orf7	0
C7orf29	0.176951
C7orf53	0
C7orf57	0
C8A	0
C8orf44-SGK3	0
C8orf44	0.32871
C8orf45	0.102088
C8orf46	0.338256
C8orf47	0
C8orf4	0.956123
C8orf80	0.833107
C8orf84	0.042493
C8orf85	0.137189
C8orf86	0.24757
C9orf128	0
C9orf135	0
C9orf139	0.024027
C9orf163	0
C9orf167	0.717207
C9orf169	0
C9orf170	0
C9orf43	0
C9orf47	0
C9orf66	0
C9orf71	0
C9orf89	0.773899
C9orf91	0.263063
C9orf96	0
CA12	0.098802
CA13	1.08335
CA8	0.943331
CA9	0
CABP1	0
CABP7	0
CACNA1B	0.048574
CACNA1C	0.033303
CACNA1D	0.659814
CACNA1F	0.486413
CACNA1G	1.44872
CACNA1S	0.427938
CACNA2D3	0.169884
CACNB1	0.972327
CACNB2	0.773899
CACNB4	0.156085
CACNG8	0.960916
CALB2	0
CALCB	0
CALCRL	1.41088
CALCR	0.308988
CALHM2	0
CALN1	0
CAMK2A	0.075065
CAMK2B	0.098802
CAMK2N2	0
CAMK4	0.118172
CAMKK1	1.33995
CAMKV	0.56231
CAND2	0.767435
CAPN11	0.180995
CAPN12	0.697003
CAPN13	1.42117
CAPN3	0.817675
CAPN9	0.110472
CAPSL	1.4983
CAPS	0.899653
CARD11	0.24757
CARD6	0.503652
CARD9	0
CASC1	0.744531
CASP10	1.28043
CASP14	0
CASS4	0.56231
CASZ1	0.427938
CATSPER2	1.22706
CATSPER3	0
CBLN1	0
CBLN3	0
CBWD5	0
CBWD6	0
CCBE1	0.659814
CCBP2	0
CCDC108	0.088877
CCDC110	0.866897
CCDC114	0.361841
CCDC11	0
CCDC135	0.711869
CCDC13	0
CCDC140	0
CCDC141	0.951131
CCDC144A	0.311321
CCDC144NL	0
CCDC146	0.524594
CCDC151	0
CCDC153	0
CCDC157	0.053756
CCDC159	0
CCDC15	0.89516
CCDC164	1.53824
CCDC170	0.061052
CCDC171	1.0063
CCDC17	0.118172
CCDC19	0
CCDC30	0.654633
CCDC33	0
CCDC37	0
CCDC39	0
CCDC3	1.08665
CCDC40	0.911517
CCDC42B	0
CCDC60	1.01796
CCDC61	1.14545
CCDC62	0
CCDC64B	0
CCDC64	0
CCDC65	0.595795
CCDC67	0.187799
CCDC68	0.498155
CCDC78	0
CCDC7	0.315126
CCDC81	0.071475
CCDC85B	1.29762
CCDC88B	0.295963
CCDC96	0
CCL16	0.423484
CCL22	0.272453
CCL26	0
CCL28	0.413614
CCL3L3	0
CCL4	0
CCNA1	0
CCNB3	0.088877
CCND3	0.554407
CCNE2	0.458862
CCR6	0.318784
CD101	0.263063
CD163L1	0.569792
CD1D	0
CD200R1	0
CD207	0
CD209	0
CD22	0.315126
CD244	0
CD247	0
CD274	0
CD28	0
CD300A	0.885644
CD300LG	0
CD302	0.387302
CD36	0
CD3G	0
CD40	0.853331
CD44	0.632067
CD52	1.28043
CD69	0.361841
CD72	0.934357
CD79A	0.606921
CD79B	0.434219
CD84	0.439727
CD97	1.15902
CDC42EP5	0
CDCP1	1.10381
CDH10	0
CDH17	0
CDH18	1.26008
CDH26	0.149595
CDH4	0.681055
CDHR1	0.338256
CDHR2	0.375668
CDHR3	0.542589
CDK5R2	0
CDKL1	0
CDKL2	0.923221
CDKN2B	0
CDKN2D	0
CDNF	1.23547
CDR1	0
CDX2	0
CEACAM19	0
CEACAM1	0
CEACAM5	0.486413
CEACAM8	0.318784
CEBPB	1.31336
CEBPD	0.866897
CELF3	0
CELF4	0.187799
CELF6	0
CEND1	0.626667
CERKL	0
CERS3	0
CES4A	0
CFB	1.12099
CFD	0.941473
CGA	0
CHAC1	0.427938
CHAC2	0
CHADL	0.203312
CHGA	0
CHGB	0
CHL1	0
CHRFAM7A	0
CHRNA1	0
CHRNA3	1.3078
CHRNA4	0.877644
CHRNA9	0
CHRNB2	0
CHRNB4	0.439727
CHST13	0.480387
CHST1	0.272453
CHST5	0.305215
CHST7	0.434219
CHST8	0
CHSY3	0
CIDEC	1.10984
CIITA	0.066064
CILP2	0.937696
CISD3	0.361841
CISH	0.098802
CITED1	0
CKMT1A	0.749933
CKMT1B	0.749933
CKMT2	0.16238
CLCF1	0
CLCNKB	0.606921
CLDN16	0.498155
CLDN5	0
CLDND2	0
CLEC12A	0
CLEC17A	0
CLEC18B	0
CLEC2L	0
CLEC4A	0
CLEC4C	0
CLEC4D	0.69268
CLEC4E	0.654633
CLEC4F	0
CLEC6A	0
CLEC7A	0.21621
CLIC2	0
CLIC5	0.053756
CLIC6	0.524594
CLMN	0.928853
CLRN1	0.445564
CLTCL1	1.02361
CLVS2	0
CMPK2	0
CMTM1	0.853331
CMTM5	0.24757
CMYA5	0.088877
CNDP1	0.472557
CNGA1	0.187799
CNGB1	0
CNIH3	0.077382
CNNM1	0.051623
CNRIP1	0.69268
CNTF	0
CNTN1	0.180995
CNTN2	0
CNTN3	0.613464
CNTN5	0.69268
CNTN6	0.113707
CNTNAP3B	0.744531
COL13A1	0.434219
COL15A1	0
COL23A1	0.547201
COL3A1	0
COL4A4	0.365116
COL5A3	0.032313
COL8A1	0
COLQ	0.315126
COPZ2	0
CORO1A	0.799858
CORO2B	1.20346
CORO6	0.223144
CORT	0
COX6B2	1.17146
CPA4	0.107202
CPEB1	0.380959
CPEB3	1.09842
CPLX1	0
CPLX2	0.075065
CPLX3	0
CPN1	1.33678
CPO	0
CPT1A	0.711869
CR2	0.283339
CRB1	0.043582
CREB3L3	0
CREB5	0.911517
CREG2	0.632067
CRHBP	0.110472
CRHR2	0
CRIP3	1.34726
CRISPLD2	0.315126
CRLF1	0.110472
CRTAM	0.380959
CRX	0.785975
CRYAA	0
CRYBA1	0.928853
CRYBA4	0
CRYBB1	0
CRYGD	0
CRYGN	0
CRYL1	0.58627
CSDC2	1.19144
CSMD2	0
CSN3	0
CSPG4	0
CSPG5	0.263063
CST2	0
CST6	0
CTAGE15P	0
CTAGE4	0.283339
CTAGE6P	0
CTCFL	0.69987
CTSS	0.113707
CTU1	0
CUBN	0.09407
CX3CL1	0.130394
CX3CR1	0
CXCL16	0.380959
CXCL2	0
CXCL3	0
CXCL5	0.301114
CXCL6	0.137189
CXCR2	0.650785
CXorf21	0.355765
CXorf22	0.045755
CXorf30	0
CXorf36	0
CXorf48	0.575208
CXorf58	0
CXorf59	0.107202
CXorf69	0.86241
CYBRD1	1.05866
CYGB	0
CYLC2	0
CYP11A1	0.720085
CYP1A2	0.885644
CYP26B1	0.043582
CYP26C1	0.156085
CYP27A1	0.080318
CYP27B1	0
CYP2B6	0.355765
CYP2C8	0
CYP2D6	1.09842
CYP2J2	0
CYP3A5	0
CYP3A7	0
CYP46A1	0.375668
CYP4F11	0
CYP4F22	0
CYP7B1	0.756504
CYP8B1	0
CYSLTR2	0
CYTL1	0
DAAM2	0.375668
DAB1	0
DACH2	0.118172
DAND5	0
DAPP1	0
DARC	0
DBH	0
DBX1	0
DCAF12L2	1.37997
DCDC1	0
DCHS2	0.036855
DCLK3	0.056982
DDIT4L	1.15902
DDN	0.769904
DDR2	0.066064
DDX60	0.941473
DEF6	0.233454
DEFB1	0
DENND2C	0.144452
DENND3	1.08665
DEPDC4	0
DEPDC7	0.493855
DES	0
DGKA	1.25322
DGKB	1.26525
DGKE	0.739956
DGKG	0.036855
DGKH	1.29762
DGKI	0.301114
DHDH	0
DHRS2	0
DHRS9	0
DIO1	0
DIO3	0
DIRAS3	0
DIRC1	0
DISC1	0.575208
DKK1	0
DKK4	0
DKKL1	0.739956
DLG2	0.820881
DLGAP2	0.187799
DLGAP3	0
DLK2	0
DLL4	0.118172
DLX2	0
DLX4	1.53824
DMBX1	0.920517
DMGDH	0.988611
DMRT3	0
