Gene	Expression
A1CF_K	0.650667
A2LD1_K	1.18822
A4GALT_K	1.07236
ABCA10_K	0.799551
ABCA12_K	0
ABCA13_K	0.289396
ABCB1_K	0
ABCB9_K	0.348734
ABCC11_K	0
ABCC2_K	0.633033
ABCC8_K	0.947041
ABCD1_K	0.69351
ABCG1_K	0.564022
ABCG2_K	0.602451
ABLIM2_K	0.660812
ABLIM3_K	0
ABP1_K	0
ABTB2_K	0.705157
ACADL_K	0
ACAN_K	0.348734
ACAP1_K	0
ACCS_K	1.66003
ACE2_K	0
ACHE_K	0.937073
ACMSD_K	1.70181
ACOT11_K	0
ACOT1_K	0
ACOT4_K	0
ACOXL_K	0
ACP5_K	0
ACPP_K	0
ACRBP_K	0
ACRC_K	0
ACR_K	1.25452
ACSBG1_K	0
ACSL1_K	0
ACSL6_K	0
ACSM2A_K	0.804137
ACSM2B_K	0.446146
ACTL10_K	0
ACVR1C_K	0
ACVRL1_K	0
ACY3_K	0
ADAM12_K	1.00024
ADAM20_K	0
ADAM21_K	1.02385
ADAM28_K	0
ADAM33_K	0.502484
ADAM8_K	0
ADAMTS10_K	0.73096
ADAMTS13_K	0.252978
ADAMTS14_K	0
ADAMTS17_K	0.75985
ADAMTS18_K	0.7812
ADAMTS2_K	1.07644
ADAMTS4_K	0.975194
ADAMTS5_K	0.207352
ADAMTS6_K	1.09869
ADAMTS8_K	0
ADAMTSL1_K	0.271676
ADAMTSL2_K	0.242373
ADAP2_K	0.633033
ADARB2_K	0.367008
ADAT3_K	0.303298
ADCY10_K	0
ADCY5_K	0.533354
ADCY8_K	0.517703
ADCYAP1R1_K	0.963825
ADCYAP1_K	0.763293
ADH4_K	0.992982
ADH6_K	0
ADIPOQ_K	0.386283
ADM2_K	0.66494
ADORA2A_K	0
ADPRHL1_K	1.41814
ADPRH_K	0.787843
ADRA1A_K	0.637967
ADRA1B_K	0.439361
ADRA2A_K	0.318619
ADRA2B_K	0.893658
ADRA2C_K	0
ADRB2_K	0
AFAP1L1_K	1.0286
AFP_K	0
AGAP11_K	0
AGAP2_K	0
AGAP4_K	0
AGAP5_K	0
AGAP7_K	0
AGAP8_K	0
AGBL2_K	0
AGBL3_K	0
AGER_K	0.527797
AGFG2_K	0.467016
AGMO_K	0.32871
AGPAT9_K	0
AGPHD1_K	0
AGT_K	0.809009
AGXT2L1_K	0
AHNAK2_K	0.421994
AHRR_K	0
AHR_K	1.21199
AICDA_K	0.333492
AIF1_K	0
AIFM2_K	0.538727
AIFM3_K	0.522609
AIM1L_K	0.816262
AIM1_K	0.66494
AIPL1_K	1.10333
AIRE_K	0.606983
AK8_K	0
AKR1B10_K	0
AKR1B15_K	0.963825
AKR1C1_K	0
AKR1C2_K	0
AKR1C3_K	0
AKR1D1_K	0.73096
AKR1E2_K	0.843964
AKR7A3_K	0
ALDH1A2_K	0
ALDH1A3_K	1.29485
ALDH1L2_K	0.90477
ALDH3B1_K	0.654515
ALDH8A1_K	0.875658
ALG1L2_K	0
ALK_K	0
ALOX12B_K	0
ALOX12_K	0
ALOX15_K	0.338606
ALOX5AP_K	0
ALOX5_K	0.577252
ALPK1_K	0.715453
ALPK2_K	0.554277
ALS2CL_K	0
ALX3_K	0
ALX4_K	0
AMDHD1_K	0.25922
AMH_K	0.909083
AMIGO3_K	0.720291
AMN_K	1.27339
AMPD3_K	0.21266
AMY2B_K	1.01796
ANGPT2_K	0
ANGPT4_K	0
ANGPTL4_K	0
ANK1_K	0.303298
ANKAR_K	0.847893
ANKDD1A_K	1.44396
ANKFN1_K	0
ANKHD1-EIF4EBP3_K	0
ANKH_K	0.538727
ANKMY1_K	0
ANKRD20A1_K	0.502484
ANKRD20A2_K	0.434219
ANKRD20A3_K	0
ANKRD20A4_K	0
ANKRD22_K	0
ANKRD23_K	0.338606
ANKRD24_K	1.28543
ANKRD29_K	0.364012
ANKRD2_K	0.953673
ANKRD31_K	0
ANKRD34B_K	0
ANKRD44_K	0.430238
ANKRD53_K	0
ANKRD65_K	0
ANKS4B_K	0.794484
ANO1_K	0
ANO2_K	0.439361
ANO7_K	0
ANO9_K	0
ANP32D_K	0
ANPEP_K	0.380648
ANXA8L1_K	0
ANXA9_K	0.980289
AOAH_K	0
AOC2_K	0.572519
AOC3_K	0
AOX1_K	0.411507
AP1M2_K	0
AP3B2_K	0
APBB3_K	0.6712
APC2_K	0.406828
APLNR_K	0
APLN_K	0
APOA1_K	0.650667
APOA2_K	0
APOBEC3A_K	0
APOBR_K	0
APOB_K	0.549671
APOC3_K	0
APOF_K	0
APOL1_K	1.09451
APOL6_K	0.923221
APOM_K	0.748915
AQP11_K	1.57286
AQP1_K	0
AQP3_K	0
AQP4_K	1.02171
AQP5_K	0
AQP6_K	0.889265
AQP7_K	0
ARAP3_K	1.49056
ARC_K	0
ARHGAP11B_K	0
ARHGAP15_K	0
ARHGAP20_K	0
ARHGAP22_K	0
ARHGAP23_K	0.517703
ARHGAP25_K	0
ARHGAP27_K	1.11085
ARHGAP31_K	0.360891
ARHGDIB_K	0
ARHGDIG_K	0
ARHGEF16_K	0.68039
ARHGEF33_K	0.549671
ARHGEF35_K	0
ARHGEF37_K	0
ARHGEF38_K	0
ARHGEF5_K	1.32996
ARID5A_K	0.909083
ARL11_K	0.333492
ARMC12_K	1.74745
ARMCX5-GPRASP2_K	0
ARPC4-TTLL3_K	0.527797
ARSF_K	0
ARSJ_K	0.283982
ARTN_K	0
ASAH2B_K	0
ASAH2_K	0
ASB11_K	0.239554
ASB12_K	1.40393
ASB16_K	0
ASB2_K	0.70986
ASB4_K	0.533354
ASB9_K	0.586081
ASGR1_K	0
ASIC2_K	1.41814
ASIC3_K	0.748915
ASMT_K	0.338606
ASPA_K	0
ASPG_K	0
ASPHD1_K	0
ASPRV1_K	0.446146
ATF5_K	0.751435
ATG16L2_K	0
ATG9B_K	0
ATOH8_K	1.01796
ATP12A_K	0.744111
ATP13A4_K	0
ATP1A3_K	0.271676
ATP1B4_K	0
ATP2A1_K	0
ATP2A3_K	0.401925
ATP2C2_K	0
ATP5L2_K	0
ATP6AP1L_K	1.65193
ATP6V0A4_K	0
ATP6V0D2_K	0.252978
ATP6V1C2_K	0.572519
ATP6V1E2_K	0.76809
ATP6V1G2_K	0.625209
ATP8A2_K	0.490669
ATP8B1_K	0.386283
ATP8B3_K	0
ATP8B4_K	0
ATXN1_K	0.834785
ATXN7L2_K	1.23904
AURKC_K	0
AVPI1_K	0
B3GALT2_K	0
B3GALT4_K	0
B3GALT5_K	0.522609
B3GAT2_K	0
B3GNT4_K	0
B3GNT6_K	1.22422
B3GNT7_K	1.34212
B3GNT8_K	0
B4GALNT1_K	0
B7H6_K	0
BAGE_K	0
BAI1_K	0.262801
BAI3_K	0.715453
BAIAP2L2_K	1.42598
BAIAP3_K	0.69987
BARHL2_K	0
BARX1_K	0
BARX2_K	0
