Gene	Expression
A1BG_M	0.455224
A1CF_M	-0.422898
A2LD1_M	0.208494
A4GALT_M	0.461336
AAAS_M	-0.167934
AACS_M	-0.326536
AADAT_M	-0.138560
AAED1_M	0.359518
AAGAB_M	0.163929
AAK1_M	-0.022890
AAMP_M	-0.052090
AARS_M	0.123851
AARS2_M	0.139137
AARSD1_M	-0.210732
AASDH_M	-0.221964
AASDHPPT_M	0.369672
AASS_M	0.249577
AATF_M	0.486591
AATK_M	-0.079590
ABAT_M	-0.439514
ABCA1_M	-0.083165
ABCA10_M	0.203595
ABCA12_M	-0.292777
ABCA13_M	0.393643
ABCA2_M	-0.173442
ABCA3_M	0.058285
ABCA5_M	-0.292182
ABCA7_M	-0.070974
ABCA9_M	-0.360570
ABCB1_M	0.735528
ABCB10_M	0.278448
ABCB4_M	0.048407
ABCB5_M	-0.088687
ABCB6_M	-0.954967
ABCB7_M	0.008255
ABCB8_M	-0.003502
ABCB9_M	-0.449698
ABCC1_M	-0.622140
ABCC10_M	0.408488
ABCC11_M	-0.039784
ABCC2_M	-0.700661
ABCC4_M	0.118081
ABCC5_M	0.193631
ABCC6_M	-1.326935
ABCC8_M	0.129842
ABCC9_M	0.215267
ABCD1_M	0.060602
ABCD3_M	0.120715
ABCD4_M	-0.181112
ABCE1_M	0.682526
ABCF1_M	0.312206
ABCF2_M	0.367166
ABCF3_M	0.545598
ABCG1_M	-0.367752
ABCG2_M	0.695904
ABHD10_M	-0.263573
ABHD11_M	0.548532
ABHD12_M	0.043308
ABHD13_M	0.314811
ABHD14A_M	0.053506
ABHD14B_M	0.354544
ABHD15_M	0.334698
ABHD16A_M	-0.099297
ABHD2_M	0.103384
ABHD3_M	0.513678
ABHD4_M	-0.896878
ABHD5_M	0.330516
ABHD6_M	0.122830
ABHD8_M	-0.069673
ABI1_M	0.031684
ABI2_M	-0.173715
ABL1_M	0.156088
ABL2_M	0.244785
ABLIM1_M	0.093576
ABLIM2_M	-0.327315
ABLIM3_M	-0.105291
ABO_M	0.794972
ABP1_M	1.376452
ABR_M	-0.416031
ABRACL_M	-0.053313
ABT1_M	0.268890
ABTB1_M	0.764429
ABTB2_M	0.489859
ACAA1_M	0.806611
ACAA2_M	-0.582577
ACACA_M	-0.148589
ACACB_M	-0.136555
ACAD10_M	-0.036548
ACAD11_M	-0.498822
ACAD8_M	0.155940
ACAD9_M	0.069069
ACADL_M	-0.121362
ACADM_M	0.275323
ACADS_M	0.217119
ACADSB_M	0.413169
ACADVL_M	-0.292663
ACAN_M	-0.570619
ACAP1_M	-0.196960
ACAP2_M	-0.042311
ACAP3_M	-0.050944
ACAT1_M	-0.553951
ACAT2_M	-0.105152
ACBD3_M	0.110220
ACBD4_M	-1.993714
ACBD5_M	-0.370433
ACBD6_M	0.008973
ACBD7_M	-0.477870
ACCS_M	-0.145739
ACD_M	0.103025
ACE2_M	-0.237862
ACER2_M	-0.048941
ACER3_M	0.304147
ACHE_M	-0.239180
ACIN1_M	0.531165
ACLY_M	-0.187276
ACMSD_M	-1.103761
ACN9_M	-0.783277
ACO1_M	-0.191614
ACO2_M	-0.529284
ACOT1_M	-0.901408
ACOT11_M	-0.645281
ACOT13_M	-0.141358
ACOT2_M	0.149095
ACOT4_M	1.243457
ACOT7_M	-0.569947
ACOT8_M	-0.040465
ACOT9_M	-0.320425
ACOX1_M	0.181313
ACOX2_M	-1.170392
ACOX3_M	0.269077
ACOXL_M	-0.195840
ACP1_M	-0.011919
ACP2_M	0.025308
ACP5_M	-0.869441
ACP6_M	-0.474806
ACPL2_M	-0.499015
ACPP_M	-0.242709
ACR_M	-0.170553
ACRBP_M	0.767831
ACRC_M	-0.258391
ACSBG1_M	-0.106430
ACSF2_M	-0.992630
ACSF3_M	0.331445
ACSL1_M	0.211397
ACSL3_M	-0.112028
ACSL4_M	0.639219
ACSL6_M	0.760666
ACSM2A_M	-0.329377
ACSM2B_M	0.539327
ACSM3_M	-0.448359
ACSS2_M	-0.054531
ACSS3_M	-0.380564
ACTA1_M	-0.759011
ACTA2_M	-1.017554
ACTB_M	0.287447
ACTC1_M	0.497091
ACTG1_M	0.058763
ACTG2_M	-0.494595
ACTL10_M	-0.039360
ACTL6A_M	0.058498
ACTN1_M	0.013579
ACTN3_M	0.802368
ACTN4_M	0.168843
ACTR10_M	0.303043
ACTR1A_M	0.065627
ACTR1B_M	-0.095163
ACTR2_M	0.134216
ACTR3_M	0.233295
ACTR3B_M	0.088948
ACTR5_M	0.562912
ACTR6_M	0.089794
ACTR8_M	0.151268
ACVR1_M	0.087221
ACVR1B_M	-0.216822
ACVR1C_M	-0.061529
ACVR2A_M	0.088359
ACVR2B_M	0.010560
ACVRL1_M	-0.119095
ACY1_M	-0.600263
ACY3_M	0.884701
ACYP1_M	-0.745721
ACYP2_M	-1.386032
ADA_M	-0.557710
ADAL_M	0.056153
ADAM10_M	-0.019284
ADAM11_M	0.366616
ADAM12_M	-0.422827
ADAM15_M	0.022741
ADAM17_M	-0.144061
ADAM19_M	-0.466425
ADAM20_M	-0.062057
ADAM21_M	-0.119290
ADAM22_M	-0.919013
ADAM23_M	-0.094301
ADAM28_M	-0.037605
ADAM33_M	-0.106422
ADAM8_M	-0.211489
ADAM9_M	-0.016843
ADAMTS1_M	0.695982
ADAMTS10_M	0.678528
ADAMTS12_M	-0.165961
ADAMTS13_M	0.578216
ADAMTS14_M	0.724738
ADAMTS15_M	0.012765
ADAMTS16_M	-0.318058
ADAMTS17_M	0.045458
ADAMTS18_M	-0.192645
ADAMTS19_M	-1.032830
ADAMTS2_M	0.001358
ADAMTS20_M	-0.034202
ADAMTS3_M	-0.112619
ADAMTS4_M	0.108969
ADAMTS5_M	-0.002463
ADAMTS6_M	-0.697194
ADAMTS7_M	-0.093796
ADAMTS8_M	-0.147056
ADAMTS9_M	-0.007338
ADAMTSL1_M	-0.478700
ADAMTSL2_M	0.600659
ADAMTSL4_M	0.331810
ADAP1_M	0.025809
ADAP2_M	-0.225256
ADAR_M	-0.003049
ADARB1_M	0.365659
ADARB2_M	0.405454
ADAT1_M	0.317177
ADAT2_M	0.516396
ADAT3_M	-0.390023
ADC_M	-0.394167
ADCK1_M	0.103608
ADCK2_M	-0.821637
ADCK3_M	-0.261675
ADCK4_M	-0.650721
ADCK5_M	-1.208929
ADCY1_M	0.049105
ADCY10_M	-0.082728
ADCY2_M	0.347888
ADCY3_M	0.043622
ADCY5_M	-0.635316
ADCY6_M	-0.438473
ADCY7_M	-0.148432
ADCY8_M	-0.541369
ADCY9_M	-0.085500
ADCYAP1_M	-0.187281
ADCYAP1R1_M	-0.053990
ADD1_M	0.109383
ADD2_M	-0.497369
ADD3_M	-0.322411
ADH4_M	1.201849
ADH5_M	-0.057302
ADH6_M	-0.037335
ADHFE1_M	0.061010
ADI1_M	0.345308
ADIPOQ_M	0.386783
ADIPOR1_M	0.232238
ADIPOR2_M	0.174251
ADK_M	-0.386652
ADM_M	0.435606
ADM2_M	0.390864
ADNP_M	-0.114949
ADNP2_M	0.002302
ADO_M	0.651763
ADORA1_M	0.119227
ADORA2A_M	-0.462073
ADORA2B_M	-0.064092
ADPGK_M	-0.026422
ADPRH_M	0.816243
ADPRHL1_M	-0.734115
ADPRHL2_M	-0.095541
ADRA1A_M	-0.086963
ADRA1B_M	-0.464322
ADRA2A_M	-0.289233
ADRA2B_M	-0.825641
ADRA2C_M	-0.501415
ADRB2_M	-0.097100
ADRBK1_M	0.015902
ADRBK2_M	-0.082957
ADRM1_M	0.638876
ADSL_M	0.251904
ADSS_M	0.037681
ADSSL1_M	0.074284
AEBP1_M	-0.571460
AEBP2_M	0.286114
AEN_M	0.772045
AES_M	0.195309
AFAP1_M	0.055329
AFAP1L1_M	0.690154
AFAP1L2_M	0.355935
AFF1_M	0.007472
AFF2_M	-0.293604
AFF3_M	-0.612699
AFF4_M	-0.036947
AFG3L2_M	0.094369
AFMID_M	0.302604
AFP_M	-0.472095
AFTPH_M	-0.024460
AGA_M	0.167344
AGAP1_M	-0.294516
AGAP11_M	0.947868
AGAP2_M	-0.119842
AGAP3_M	0.126169
AGAP4_M	2.057879
AGAP5_M	-0.773664
AGAP6_M	-1.158758
AGAP7_M	2.105252
AGAP8_M	-0.902244
AGAP9_M	1.046630
AGBL2_M	0.749196
AGBL3_M	-0.232372
AGBL5_M	0.006746
AGER_M	0.927467
AGFG1_M	0.289730
AGFG2_M	0.370776
AGGF1_M	-0.088889
AGK_M	-0.129335
AGL_M	0.261713
AGMAT_M	-0.192962
AGMO_M	-0.119063
AGPAT1_M	-0.460329
AGPAT2_M	0.218753
AGPAT3_M	-0.452481
AGPAT4_M	-0.076401
AGPAT5_M	0.181590
AGPAT6_M	0.089950
AGPAT9_M	-0.092435
AGPHD1_M	-0.903751
AGPS_M	0.245711
AGRN_M	-0.443059
AGT_M	-0.093470
AGTPBP1_M	0.215934
AGTRAP_M	-0.005742
AGXT_M	-0.076517
AGXT2L1_M	-0.422297
AGXT2L2_M	-0.467288
AHCTF1_M	0.378839
AHCY_M	-0.340121
AHCYL1_M	-0.064862
AHCYL2_M	-0.368220
AHDC1_M	-0.256836
AHI1_M	-0.058485
AHNAK_M	0.273848
AHNAK2_M	0.068217
AHR_M	-0.354455
AHRR_M	0.574625
AHSA1_M	0.242218
AHSA2_M	-0.041067
AICDA_M	-0.285672
AIDA_M	-0.165281
AIF1_M	-0.000108
AIF1L_M	-0.001216
AIFM1_M	0.141914
AIFM2_M	0.482677
AIFM3_M	-0.507967
AIG1_M	-0.440245
AIM1_M	0.199801
AIM1L_M	-0.729062
AIM2_M	0.076020
AIMP1_M	-0.343404
AIMP2_M	0.614479
AIP_M	0.041441
AIPL1_M	0.125746
AIRE_M	0.477160
AJAP1_M	0.162951
AJUBA_M	-0.030054
AK1_M	-0.118529
AK2_M	0.064291
AK3_M	0.154336
AK4_M	-0.767107
AK5_M	0.822903
AK7_M	-0.303373
AK8_M	0.605633
AKAP1_M	0.240836
AKAP10_M	-0.170834
AKAP11_M	0.058851
AKAP12_M	-0.141471
AKAP13_M	0.050702
AKAP17A_M	0.142264
AKAP2_M	-0.113579
AKAP5_M	0.455931
AKAP6_M	0.096698
AKAP7_M	0.100751
AKAP8_M	0.192009
AKAP8L_M	-0.517088
AKAP9_M	0.115095
AKD1_M	0.112691
AKIP1_M	-0.332843
AKIRIN1_M	0.273163
AKIRIN2_M	0.052114
AKNA_M	-0.198717
AKR1A1_M	-0.332574
AKR1B1_M	-0.346296
