Gene	Expression
A1BG_O	0.499144
A1CF_O	0.087119
A2LD1_O	-0.348395
A4GALT_O	-0.934408
AAAS_O	0.095143
AACS_O	0.221022
AADAT_O	0.098502
AAED1_O	-0.455390
AAGAB_O	0.038436
AAK1_O	0.246594
AAMP_O	-0.102087
AARS_O	0.061118
AARS2_O	0.084828
AARSD1_O	-0.480036
AASDH_O	0.048720
AASDHPPT_O	0.026418
AASS_O	0.026743
AATF_O	-0.447899
AATK_O	-0.296394
ABAT_O	0.215256
ABCA1_O	-0.176368
ABCA10_O	-0.921629
ABCA12_O	-0.292777
ABCA13_O	0.225827
ABCA2_O	0.377446
ABCA3_O	-0.007074
ABCA5_O	-0.432317
ABCA7_O	0.365062
ABCA9_O	-0.164558
ABCB1_O	-0.273361
ABCB10_O	0.112945
ABCB4_O	-0.309033
ABCB5_O	-0.095229
ABCB6_O	0.472417
ABCB7_O	-0.059498
ABCB8_O	-0.481957
ABCB9_O	-0.449698
ABCC1_O	0.145407
ABCC10_O	-0.036646
ABCC11_O	-0.039784
ABCC2_O	-1.391327
ABCC4_O	-0.153963
ABCC5_O	0.014562
ABCC6_O	-0.359432
ABCC8_O	0.386954
ABCC9_O	0.150277
ABCD1_O	0.380123
ABCD3_O	0.040572
ABCD4_O	-0.119011
ABCE1_O	-0.190316
ABCF1_O	-0.253294
ABCF2_O	-0.357123
ABCF3_O	-0.761474
ABCG1_O	0.385441
ABCG2_O	-0.421227
ABHD10_O	0.192341
ABHD11_O	0.131103
ABHD12_O	-0.056926
ABHD13_O	0.087159
ABHD14A_O	0.205952
ABHD14B_O	0.642089
ABHD15_O	-0.212884
ABHD16A_O	-0.083178
ABHD2_O	-0.240766
ABHD3_O	0.857620
ABHD4_O	-0.290541
ABHD5_O	-0.520564
ABHD6_O	-0.572979
ABHD8_O	-0.321975
ABI1_O	-0.207485
ABI2_O	0.243095
ABL1_O	-0.098795
ABL2_O	0.272384
ABLIM1_O	-0.230278
ABLIM2_O	0.253884
ABLIM3_O	1.226210
ABO_O	0.361798
ABP1_O	-0.625612
ABR_O	0.192204
ABRACL_O	-0.053313
ABT1_O	-0.051205
ABTB1_O	0.720884
ABTB2_O	-0.207950
ACAA1_O	0.107621
ACAA2_O	-0.349883
ACACA_O	0.238390
ACACB_O	0.119964
ACAD10_O	-0.157636
ACAD11_O	0.283545
ACAD8_O	-0.062776
ACAD9_O	-0.402743
ACADL_O	-0.121362
ACADM_O	-0.028308
ACADS_O	0.239561
ACADSB_O	-0.043022
ACADVL_O	-0.018214
ACAN_O	-0.570619
ACAP1_O	0.308076
ACAP2_O	0.090766
ACAP3_O	-0.411473
ACAT1_O	0.008600
ACAT2_O	0.164357
ACBD3_O	0.063363
ACBD4_O	-0.011543
ACBD5_O	0.076926
ACBD6_O	0.113425
ACBD7_O	-0.158937
ACCS_O	-0.742951
ACD_O	-0.201704
ACE2_O	-0.237862
ACER2_O	0.364641
ACER3_O	0.057226
ACHE_O	0.926507
ACIN1_O	-0.374710
ACLY_O	0.126365
ACMSD_O	-1.103761
ACN9_O	0.333427
ACO1_O	0.272762
ACO2_O	-0.096858
ACOT1_O	-0.901408
ACOT11_O	0.554525
ACOT13_O	-0.119690
ACOT2_O	0.399528
ACOT4_O	-0.335850
ACOT7_O	-0.277918
ACOT8_O	0.030774
ACOT9_O	0.247822
ACOX1_O	0.070961
ACOX2_O	0.535059
ACOX3_O	0.431378
ACOXL_O	-0.195840
ACP1_O	-0.080001
ACP2_O	0.201682
ACP5_O	-0.869441
ACP6_O	0.415957
ACPL2_O	-0.019252
ACPP_O	-0.242709
ACR_O	-0.170553
ACRBP_O	0.795961
ACRC_O	-0.258391
ACSBG1_O	-0.106430
ACSF2_O	0.245222
ACSF3_O	-0.039439
ACSL1_O	0.379708
ACSL3_O	0.008974
ACSL4_O	0.407646
ACSL6_O	-0.235779
ACSM2A_O	0.826611
ACSM2B_O	0.625287
ACSM3_O	-0.048496
ACSS2_O	0.597245
ACSS3_O	0.077959
ACTA1_O	-0.292731
ACTA2_O	-0.085874
ACTB_O	-0.371953
ACTC1_O	-0.172023
ACTG1_O	-0.165853
ACTG2_O	-0.494595
ACTL10_O	-0.039360
ACTL6A_O	-0.157773
ACTN1_O	-0.499568
ACTN3_O	-0.123423
ACTN4_O	-0.104468
ACTR10_O	0.209775
ACTR1A_O	0.074278
ACTR1B_O	0.312080
ACTR2_O	0.006983
ACTR3_O	-0.022747
ACTR3B_O	0.111222
ACTR5_O	-0.846067
ACTR6_O	0.212573
ACTR8_O	0.108429
ACVR1_O	0.412383
ACVR1B_O	-0.087456
ACVR1C_O	-0.061529
ACVR2A_O	0.083191
ACVR2B_O	0.367590
ACVRL1_O	0.326469
ACY1_O	-0.571476
ACY3_O	-0.232430
ACYP1_O	0.701495
ACYP2_O	0.195049
ADA_O	0.211558
ADAL_O	0.067336
ADAM10_O	0.022259
ADAM11_O	0.097439
ADAM12_O	-0.015999
ADAM15_O	-0.347827
ADAM17_O	0.161502
ADAM19_O	0.083398
ADAM20_O	-0.062057
ADAM21_O	-0.119290
ADAM22_O	0.189627
ADAM23_O	0.180289
ADAM28_O	-0.037605
ADAM33_O	-0.106422
ADAM8_O	-0.211489
ADAM9_O	0.104057
ADAMTS1_O	0.026271
ADAMTS10_O	-0.165634
ADAMTS12_O	-0.035126
ADAMTS13_O	0.404886
ADAMTS14_O	-0.226086
ADAMTS15_O	0.743248
ADAMTS16_O	-0.056069
ADAMTS17_O	0.536649
ADAMTS18_O	-0.920468
ADAMTS19_O	-0.897929
ADAMTS2_O	-0.019311
ADAMTS20_O	0.817915
ADAMTS3_O	0.561635
ADAMTS4_O	0.161102
ADAMTS5_O	-0.077409
ADAMTS6_O	-0.295269
ADAMTS7_O	0.353536
ADAMTS8_O	-0.147056
ADAMTS9_O	0.099219
ADAMTSL1_O	0.458106
ADAMTSL2_O	-0.435523
ADAMTSL4_O	-0.071999
ADAP1_O	-0.527423
ADAP2_O	-0.225256
ADAR_O	0.019435
ADARB1_O	0.330794
ADARB2_O	0.284717
ADAT1_O	0.333216
ADAT2_O	0.081847
ADAT3_O	1.408452
ADC_O	0.382988
ADCK1_O	-0.487087
ADCK2_O	-0.222181
ADCK3_O	0.207114
ADCK4_O	0.139503
ADCK5_O	1.271137
ADCY1_O	0.128186
ADCY10_O	-0.082728
ADCY2_O	0.610696
ADCY3_O	0.529619
ADCY5_O	0.092123
ADCY6_O	-0.118518
ADCY7_O	0.097379
ADCY8_O	-0.541369
ADCY9_O	0.382538
ADCYAP1_O	-0.187281
ADCYAP1R1_O	0.653569
ADD1_O	-0.147643
ADD2_O	0.512037
ADD3_O	0.180623
ADH4_O	0.597649
ADH5_O	0.054309
ADH6_O	-0.037335
ADHFE1_O	-0.159831
ADI1_O	-0.614152
ADIPOQ_O	0.391638
ADIPOR1_O	0.180954
ADIPOR2_O	-0.105898
ADK_O	-0.381994
ADM_O	0.278570
ADM2_O	-0.773565
ADNP_O	0.016487
ADNP2_O	-0.200413
ADO_O	-0.064180
ADORA1_O	-0.433720
