Gene	Expression
A1BG_H	0.094658
A1CF_H	-0.066973
A2LD1_H	-0.074136
A4GALT_H	0.528558
AAAS_H	-0.121027
AACS_H	-0.050258
AADAT_H	0.079129
AAED1_H	0.138507
AAGAB_H	-0.035825
AAK1_H	-0.098280
AAMP_H	0.239392
AARS_H	-0.129335
AARS2_H	0.071381
AARSD1_H	-0.175596
AASDH_H	0.068379
AASDHPPT_H	0.022469
AASS_H	0.259107
AATF_H	0.165931
AATK_H	0.488824
ABAT_H	0.505199
ABCA1_H	-0.059933
ABCA10_H	0.021480
ABCA12_H	-0.066800
ABCA13_H	-0.090630
ABCA2_H	-0.113416
ABCA3_H	-0.198321
ABCA5_H	0.195766
ABCA7_H	0.191278
ABCA9_H	0.225078
ABCB1_H	-0.273361
ABCB10_H	0.060758
ABCB4_H	-0.466748
ABCB5_H	-0.352468
ABCB6_H	-0.283454
ABCB7_H	-0.365926
ABCB8_H	-0.172397
ABCB9_H	0.500467
ABCC1_H	0.191245
ABCC10_H	-0.192807
ABCC11_H	-0.039784
ABCC2_H	0.637778
ABCC4_H	0.204642
ABCC5_H	0.208285
ABCC6_H	0.291402
ABCC8_H	0.236013
ABCC9_H	-0.255554
ABCD1_H	0.111530
ABCD3_H	-0.118791
ABCD4_H	0.152256
ABCE1_H	-0.139167
ABCF1_H	-0.191564
ABCF2_H	0.048207
ABCF3_H	0.014394
ABCG1_H	-0.367752
ABCG2_H	-0.421227
ABHD10_H	-0.115285
ABHD11_H	0.204235
ABHD12_H	0.099986
ABHD13_H	-0.052053
ABHD14A_H	1.157129
ABHD14B_H	-0.225478
ABHD15_H	0.175910
ABHD16A_H	-0.078744
ABHD2_H	-0.002355
ABHD3_H	0.101684
ABHD4_H	-0.328177
ABHD5_H	-0.141061
ABHD6_H	-0.217961
ABHD8_H	-0.312213
ABI1_H	0.234263
ABI2_H	-0.011199
ABL1_H	0.198513
ABL2_H	-0.138628
ABLIM1_H	-0.089634
ABLIM2_H	0.044875
ABLIM3_H	-0.105291
ABO_H	0.104576
ABP1_H	0.535620
ABR_H	-0.124953
ABRACL_H	-0.089992
ABT1_H	0.101844
ABTB1_H	-0.396878
ABTB2_H	-0.012532
ACAA1_H	0.399365
ACAA2_H	0.255909
ACACA_H	-0.062503
ACACB_H	-0.000558
ACAD10_H	0.095353
ACAD11_H	0.075502
ACAD8_H	-0.235877
ACAD9_H	0.048479
ACADL_H	0.574098
ACADM_H	0.147959
ACADS_H	0.387234
ACADSB_H	0.177217
ACADVL_H	-0.166585
ACAN_H	-0.270178
ACAP1_H	-0.196960
ACAP2_H	-0.247495
ACAP3_H	0.308921
ACAT1_H	0.366169
ACAT2_H	-0.116726
ACBD3_H	-0.149408
ACBD4_H	-0.171910
ACBD5_H	-0.110495
ACBD6_H	0.027959
ACBD7_H	0.190135
ACCS_H	0.117251
ACD_H	-0.126960
ACE2_H	0.062579
ACER2_H	-0.349593
ACER3_H	0.020110
ACHE_H	0.023359
ACIN1_H	-0.428866
ACLY_H	0.123521
ACMSD_H	1.849482
ACN9_H	0.040636
ACO1_H	0.100112
ACO2_H	0.126119
ACOT1_H	1.478536
ACOT11_H	-0.442154
ACOT13_H	-0.022608
ACOT2_H	0.516056
ACOT4_H	0.005371
ACOT7_H	0.335482
ACOT8_H	0.373931
ACOT9_H	0.059794
ACOX1_H	-0.267815
ACOX2_H	1.047996
ACOX3_H	-0.527858
ACOXL_H	0.198839
ACP1_H	0.170285
ACP2_H	0.299535
ACP5_H	0.729883
ACP6_H	0.566709
ACPL2_H	0.304838
ACPP_H	-0.242709
ACR_H	-0.170553
ACRBP_H	0.178328
ACRC_H	-0.258391
ACSBG1_H	-0.106430
ACSF2_H	0.171602
ACSF3_H	-0.075263
ACSL1_H	0.463840
ACSL3_H	-0.043417
ACSL4_H	0.000943
ACSL6_H	-0.235779
ACSM2A_H	-0.329377
ACSM2B_H	0.340633
ACSM3_H	0.123876
ACSS2_H	-0.322200
ACSS3_H	0.193169
ACTA1_H	-1.210996
ACTA2_H	-0.769434
ACTB_H	-0.197916
ACTC1_H	-1.284802
ACTG1_H	-0.165853
ACTG2_H	-0.494595
ACTL10_H	-0.039360
ACTL6A_H	0.228959
ACTN1_H	-0.276464
ACTN3_H	-1.360677
ACTN4_H	-0.111498
ACTR10_H	0.076177
ACTR1A_H	-0.019931
ACTR1B_H	0.050767
ACTR2_H	-0.036621
ACTR3_H	-0.172899
ACTR3B_H	0.096562
ACTR5_H	0.023613
ACTR6_H	0.094296
ACTR8_H	-0.035570
ACVR1_H	-0.406255
ACVR1B_H	0.113291
ACVR1C_H	-0.061529
ACVR2A_H	0.263896
ACVR2B_H	0.001618
ACVRL1_H	-0.119095
ACY1_H	0.540256
ACY3_H	-0.232430
ACYP1_H	-0.697048
ACYP2_H	0.335801
ADA_H	-0.026242
ADAL_H	0.016076
ADAM10_H	0.048581
ADAM11_H	0.619686
ADAM12_H	-0.422827
ADAM15_H	0.093140
ADAM17_H	-0.142753
ADAM19_H	-0.196138
ADAM20_H	-0.062057
ADAM21_H	-0.119290
ADAM22_H	0.182199
ADAM23_H	0.012335
ADAM28_H	-0.037605
ADAM33_H	0.106421
ADAM8_H	-0.211489
ADAM9_H	-0.243981
ADAMTS1_H	-0.307008
ADAMTS10_H	-0.019379
ADAMTS12_H	-0.221722
ADAMTS13_H	-0.165736
ADAMTS14_H	-0.226086
ADAMTS15_H	-0.267618
ADAMTS16_H	-0.205415
ADAMTS17_H	-0.069630
ADAMTS18_H	-0.049651
ADAMTS19_H	0.507542
ADAMTS2_H	-0.320826
ADAMTS20_H	-0.408936
ADAMTS3_H	0.003034
ADAMTS4_H	-0.426213
ADAMTS5_H	-0.186746
ADAMTS6_H	-0.136310
ADAMTS7_H	0.034710
ADAMTS8_H	-0.147056
ADAMTS9_H	-0.013957
ADAMTSL1_H	-0.478700
ADAMTSL2_H	0.563938
ADAMTSL4_H	0.111737
ADAP1_H	0.332778
ADAP2_H	-0.225256
ADAR_H	0.083410
ADARB1_H	-0.151281
ADARB2_H	-0.142610
ADAT1_H	0.186919
ADAT2_H	-0.143703
ADAT3_H	-0.390023
ADC_H	0.694225
ADCK1_H	0.074531
ADCK2_H	0.364031
ADCK3_H	-0.017378
ADCK4_H	-0.312810
ADCK5_H	0.885374
ADCY1_H	0.057036
ADCY10_H	-0.082728
ADCY2_H	-0.615324
ADCY3_H	0.144802
ADCY5_H	-0.401862
ADCY6_H	0.119148
ADCY7_H	0.069425
ADCY8_H	-0.541369
ADCY9_H	-0.647271
ADCYAP1_H	-0.187281
ADCYAP1R1_H	-0.314741
ADD1_H	-0.046366
ADD2_H	-0.051212
ADD3_H	0.233392
ADH4_H	-0.484914
ADH5_H	0.057574
ADH6_H	-0.037335
ADHFE1_H	-0.217968
ADI1_H	0.177220
ADIPOQ_H	0.085035
ADIPOR1_H	0.109770
ADIPOR2_H	0.022251
ADK_H	0.077381
ADM_H	-0.764407
ADM2_H	0.411170
ADNP_H	-0.037123
ADNP2_H	0.183378
ADO_H	0.200499
ADORA1_H	0.155399
ADORA2A_H	0.664897
ADORA2B_H	-0.529146
ADPGK_H	0.252356
ADPRH_H	-0.323940
ADPRHL1_H	-0.428900
ADPRHL2_H	-0.313917
ADRA1A_H	-0.393901
ADRA1B_H	-0.464322
ADRA2A_H	-0.289233
ADRA2B_H	0.476159
ADRA2C_H	0.504135
ADRB2_H	-0.097100
ADRBK1_H	-0.327818
ADRBK2_H	-0.417659
ADRM1_H	0.032016
ADSL_H	-0.134585
ADSS_H	0.088474
ADSSL1_H	0.206264
AEBP1_H	-0.322547
AEBP2_H	-0.143086
AEN_H	-0.156249
AES_H	0.089987
AFAP1_H	-0.170056
AFAP1L1_H	-0.301076
AFAP1L2_H	-0.528867
AFF1_H	0.093130
AFF2_H	-0.006995
AFF3_H	0.206779
AFF4_H	0.009371
AFG3L2_H	-0.019310
AFMID_H	-0.212773
AFP_H	0.845209
AFTPH_H	0.212846
AGA_H	-0.085468
AGAP1_H	-0.194125
AGAP11_H	-0.266977
AGAP2_H	-0.119842
AGAP3_H	0.027757
AGAP4_H	-0.202344
AGAP5_H	0.918059
AGAP6_H	-1.158758
AGAP7_H	1.198516
AGAP8_H	-0.902244
AGAP9_H	0.896134
AGBL2_H	-0.073575
AGBL3_H	-0.035946
AGBL5_H	-0.003990
AGER_H	-0.628571
AGFG1_H	-0.072648
AGFG2_H	-0.023409
AGGF1_H	0.166348
AGK_H	0.133321
AGL_H	0.022933
AGMAT_H	0.561653
AGMO_H	0.872690
AGPAT1_H	0.156336
AGPAT2_H	0.275099
AGPAT3_H	0.272630
AGPAT4_H	-0.055856
AGPAT5_H	0.067390
AGPAT6_H	-0.080802
AGPAT9_H	-0.092435
AGPHD1_H	-0.509072
AGPS_H	-0.051280
AGRN_H	0.116741
AGT_H	0.508506
AGTPBP1_H	0.133044
AGTRAP_H	0.337702
AGXT_H	0.368621
AGXT2L1_H	0.891060
AGXT2L2_H	0.552704
AHCTF1_H	-0.038845
AHCY_H	0.147682
AHCYL1_H	-0.002560
AHCYL2_H	0.238598
AHDC1_H	-0.033520
AHI1_H	-0.356918
AHNAK_H	-0.363263
AHNAK2_H	-0.273922
AHR_H	0.106680
AHRR_H	-0.256306
AHSA1_H	-0.235258
AHSA2_H	0.210869
AICDA_H	0.002748
AIDA_H	0.057803
AIF1_H	-0.000108
AIF1L_H	0.089348
AIFM1_H	0.193614
AIFM2_H	0.573052
AIFM3_H	0.454253
AIG1_H	0.218543
AIM1_H	-0.468562
AIM1L_H	-0.495609
AIM2_H	0.361518
AIMP1_H	-0.030338
AIMP2_H	0.073329
AIP_H	0.170843
AIPL1_H	-0.255096
AIRE_H	-0.298939
AJAP1_H	-0.479347
AJUBA_H	-0.081385
AK1_H	0.077713
AK2_H	-0.029704
AK3_H	-0.042228
AK4_H	0.270331
AK5_H	-0.147400
AK7_H	-0.013009
AK8_H	-0.328545
AKAP1_H	-0.062481
AKAP10_H	0.095674
AKAP11_H	-0.016749
AKAP12_H	-0.578935
AKAP13_H	0.012959
AKAP17A_H	-0.313546
AKAP2_H	0.228374
AKAP5_H	0.020980
AKAP6_H	0.247932
AKAP7_H	0.054000
AKAP8_H	-0.268628
AKAP8L_H	0.031741
AKAP9_H	-0.163703
AKD1_H	-0.106629
AKIP1_H	0.003241
AKIRIN1_H	-0.055977
AKIRIN2_H	0.159107
AKNA_H	0.322781
AKR1A1_H	-0.023777
AKR1B1_H	0.307647
AKR1B10_H	0.209226
