Gene	Expression
A1BG_D	-2.010197
A1CF_D	0.513196
A2LD1_D	0.445612
A4GALT_D	-0.934408
AAAS_D	-0.118898
AACS_D	-0.067248
AADAT_D	0.087504
AAED1_D	0.246061
AAGAB_D	-0.027429
AAK1_D	0.241479
AAMP_D	-0.107766
AARS_D	0.061929
AARS2_D	-0.225217
AARSD1_D	0.245435
AASDH_D	0.068592
AASDHPPT_D	0.094866
AASS_D	0.106102
AATF_D	-0.341110
AATK_D	-1.177596
ABAT_D	0.362997
ABCA1_D	0.217199
ABCA10_D	0.358389
ABCA12_D	-0.292777
ABCA13_D	0.462567
ABCA2_D	-0.356698
ABCA3_D	-0.135742
ABCA5_D	1.084872
ABCA7_D	0.301908
ABCA9_D	0.504447
ABCB1_D	-0.273361
ABCB10_D	0.104630
ABCB4_D	0.126408
ABCB5_D	-0.319002
ABCB6_D	0.240088
ABCB7_D	-0.242437
ABCB8_D	0.235435
ABCB9_D	-0.449698
ABCC1_D	-0.239117
ABCC10_D	0.404461
ABCC11_D	-0.039784
ABCC2_D	1.881602
ABCC4_D	0.062480
ABCC5_D	0.208703
ABCC6_D	0.428159
ABCC8_D	-0.428605
ABCC9_D	0.249832
ABCD1_D	0.928279
ABCD3_D	0.338679
ABCD4_D	0.110564
ABCE1_D	0.044787
ABCF1_D	-0.121394
ABCF2_D	0.187173
ABCF3_D	0.465979
ABCG1_D	0.500517
ABCG2_D	0.704588
ABHD10_D	0.483304
ABHD11_D	0.661019
ABHD12_D	-0.418519
ABHD13_D	-0.044239
ABHD14A_D	-1.872836
ABHD14B_D	-1.986278
ABHD15_D	-1.061047
ABHD16A_D	-0.095093
ABHD2_D	0.284135
ABHD3_D	-1.606049
ABHD4_D	0.230063
ABHD5_D	0.204057
ABHD6_D	-0.121937
ABHD8_D	-0.369879
ABI1_D	-0.174557
ABI2_D	-0.813709
ABL1_D	0.140280
ABL2_D	-0.161162
ABLIM1_D	0.454015
ABLIM2_D	-0.327315
ABLIM3_D	-0.105291
ABO_D	1.144502
ABP1_D	-0.625612
ABR_D	0.079489
ABRACL_D	0.929871
ABT1_D	-0.180986
ABTB1_D	-1.235683
ABTB2_D	0.947839
ACAA1_D	-0.367986
