Gene	Expression
A1CF_G	0.575208
A2LD1_G	0.893658
A4GALT_G	1.0611
ABCA10_G	1.38244
ABCA12_G	0.552055
ABCA13_G	0.156981
ABCA9_G	0.915017
ABCB1_G	0
ABCB4_G	1.42064
ABCB9_G	0.932749
ABCC11_G	0
ABCC8_G	0.235627
ABCD1_G	0.436494
ABCG1_G	0.64788
ABCG2_G	0
ABHD15_G	1.21311
ABLIM2_G	0.961785
ABLIM3_G	0
ABP1_G	1.39122
ABTB1_G	0.536626
ACADL_G	0
ACAN_G	0.376255
ACAP1_G	0.618207
ACCS_G	0
ACE2_G	1.07995
ACHE_G	0.303466
ACOT11_G	1.48393
ACOT4_G	0.40319
ACOXL_G	0
ACPP_G	0
ACRBP_G	0.667829
ACRC_G	0.40319
ACR_G	0
ACSBG1_G	0
ACSL1_G	0.501865
ACSL6_G	0.258255
ACSM2A_G	0
ACTG2_G	0.530093
ACTL10_G	0
ACTN3_G	1.07995
ACVR1C_G	0.147636
ACVRL1_G	0
ACY3_G	0
ADAM12_G	0.187583
ADAM20_G	0
ADAM21_G	0
ADAM28_G	0
ADAM33_G	0
ADAM8_G	0
ADAMTS10_G	0.606983
ADAMTS13_G	0.667829
ADAMTS14_G	0.306983
ADAMTS17_G	0.501865
ADAMTS2_G	1.0492
ADAMTS4_G	0.785975
ADAMTS5_G	0.330342
ADAMTS6_G	0.350657
ADAMTS8_G	0
ADAMTSL1_G	0
ADAMTSL2_G	0
ADAP1_G	1.27323
ADAP2_G	0.300778
ADARB2_G	0
ADAT3_G	0.420652
ADCY10_G	0
ADCY5_G	1.11574
ADCY8_G	1.21949
ADCYAP1R1_G	0
ADCYAP1_G	0
ADH4_G	0.874022
ADH6_G	0
ADIPOQ_G	0.175999
ADM2_G	0.60158
ADORA2A_G	0.715175
ADPRHL1_G	0
ADPRH_G	1.60584
ADRA1A_G	0.566524
ADRA1B_G	0.556467
ADRA2A_G	0.337932
ADRA2C_G	0.893658
ADRB2_G	0
AFAP1L1_G	0.175999
AGAP11_G	0.263721
AGAP2_G	0
AGAP4_G	0
AGAP5_G	0
AGAP7_G	0
AGBL2_G	0.208491
AGBL3_G	1.25985
AGER_G	1.54841
AGFG2_G	0.654515
AGMO_G	0
AGPAT9_G	0.486067
AGPHD1_G	1.0669
AGT_G	0.271676
AGXT2L1_G	0
AHNAK2_G	0.295464
AHRR_G	0
AICDA_G	0.457137
AIF1_G	0
AIFM2_G	0.846161
AIFM3_G	0.828249
AIM1L_G	0.590226
AIM1_G	0.828249
AIM2_G	0.441476
AIPL1_G	0.782143
AIRE_G	0
AK5_G	0.394679
AK8_G	0
AKR1B10_G	0.342945
AKR1C1_G	1.13763
AKR1C2_G	0
AKR1C3_G	0
AKR1D1_G	0
AKR1E2_G	1.40336
AKR7A3_G	0.432225
ALDH1A2_G	0
ALDH1A3_G	0.590226
ALDH1L2_G	1.13389
ALDH3B1_G	0.724719
ALK_G	0
ALOX12B_G	0
ALOX12_G	0
ALOX15_G	0
ALOX5AP_G	0
ALOX5_G	0
ALPK1_G	1.20368
ALPK2_G	0.203868
ALS2CL_G	0
ALX3_G	0
ALX4_G	0
AMH_G	1.48194
AMIGO3_G	0.799551
AMPD3_G	0.977787
ANGPT2_G	0.736754
ANGPT4_G	0
ANGPTL4_G	0
ANG_G	1.3173
ANK1_G	0.566524
ANKAR_G	0.184347
ANKDD1A_G	0.575208
ANKFN1_G	0
ANKHD1-EIF4EBP3_G	0
ANKH_G	0.667829
ANKMY1_G	0.521883
ANKRD20A1_G	0.144058
ANKRD20A2_G	0.172424
ANKRD20A3_G	0
ANKRD20A4_G	0
ANKRD22_G	0
ANKRD23_G	1.0377
ANKRD24_G	0.192309
ANKRD29_G	1.13763
ANKRD2_G	0
ANKRD31_G	0.16238
ANKRD34B_G	0.409569
ANKRD44_G	0.436494
ANKRD53_G	0
ANKRD65_G	0
ANKS1B_G	0
ANKS4B_G	0.581962
ANO1_G	0.74369
ANO2_G	0.203868
ANO7_G	0.187583
ANO9_G	0
ANP32D_G	0
ANPEP_G	0.355925
ANXA8L1_G	0
AOAH_G	0
AOC2_G	0.409569
AOC3_G	0
AOX1_G	0.824862
AP1M2_G	1.59389
AP3B2_G	0.350657
APC2_G	0.501865
APLNR_G	0.414534
APLN_G	0.595294
APOA2_G	0
APOBEC3A_G	0.767842
APOBEC3B_G	0
APOBR_G	0
APOC3_G	0
APOC4_G	0
APOF_G	0.385185
APOL1_G	0.445855
APOL2_G	0.300778
APOL4_G	0.731493
APOL6_G	0.606983
AQP11_G	1.01515
AQP1_G	0
AQP4_G	0.175999
AQP5_G	0
AQP6_G	0.146045
AQP7_G	0.932749
ARAP3_G	0.970816
ARC_G	0
ARHGAP11B_G	0
ARHGAP15_G	0
ARHGAP20_G	0
ARHGAP22_G	0
ARHGAP23_G	0.82028
ARHGAP25_G	0.695382
ARHGAP27_G	0.51567
ARHGAP31_G	0.654515
ARHGDIB_G	0
ARHGDIG_G	0
ARHGEF33_G	0.575208
ARHGEF35_G	0
ARHGEF37_G	0.24009
ARHGEF38_G	0
ARHGEF5_G	1.05424
ARID5A_G	0
ARL11_G	0
ARMC12_G	0
ARPC4-TTLL3_G	0.521883
ARSF_G	1.33204
ARSJ_G	0.420652
ARTN_G	0
ASAH2_G	0
ASB11_G	0.24009
ASB12_G	0
ASB16_G	0
ASB2_G	0.253242
ASB4_G	0.337932
ASCL1_G	0
ASGR1_G	0.468582
ASIC2_G	0.60158
ASIC3_G	0.295464
ASIC4_G	0.850424
ASMT_G	0
ASPA_G	0
ASPG_G	0.321982
ASPHD1_G	0
ASPRV1_G	0.882613
ASXL3_G	0.782143
ATG16L2_G	0.700506
ATG9B_G	0
ATOH8_G	0.245719
ATP12A_G	0.203868
ATP13A4_G	0.172424
ATP1A3_G	1.19434
ATP1B4_G	0.486067
ATP2A1_G	0.590226
ATP2A3_G	0.284324
ATP2C2_G	1.13763
ATP5J2-PTCD1_G	0.799551
ATP5L2_G	0
ATP6AP1L_G	1.68999
ATP6V0A4_G	0
ATP6V0D2_G	0
ATP6V1C2_G	0.932749
ATP6V1E2_G	1.39709
ATP6V1G2_G	1.31293
ATP8A2_G	0
ATP8B1_G	0
ATP8B3_G	0.271676
ATP8B4_G	0.463877
ATXN1_G	0.303466
AURKC_G	1.30152
AVPI1_G	1.12626
