Gene	Expression
A1BG_Q	0.437915
A1CF_Q	-0.422898
A2LD1_Q	-0.488230
A4GALT_Q	-0.127633
AAAS_Q	-0.069501
AACS_Q	-0.265041
AADAT_Q	0.112866
AAED1_Q	-0.137005
AAGAB_Q	0.050042
AAK1_Q	-0.199542
AAMP_Q	-0.011576
AARS_Q	-0.112009
AARS2_Q	-0.144652
AARSD1_Q	-0.160847
AASDH_Q	-0.619583
AASDHPPT_Q	0.066804
AASS_Q	-0.173094
AATF_Q	0.413719
AATK_Q	-0.500082
ABAT_Q	-0.583789
ABCA1_Q	-0.176210
ABCA10_Q	0.531527
ABCA12_Q	-0.292777
ABCA13_Q	-0.079412
ABCA2_Q	0.191095
ABCA3_Q	-0.031716
ABCA5_Q	0.086970
ABCA7_Q	-0.117597
ABCA9_Q	0.306329
ABCB1_Q	0.691720
ABCB10_Q	0.256315
ABCB4_Q	0.713172
ABCB5_Q	0.194406
ABCB6_Q	0.073857
ABCB7_Q	-0.131783
ABCB8_Q	-0.401376
ABCB9_Q	0.238278
ABCC1_Q	-0.457734
ABCC10_Q	-0.132490
ABCC11_Q	-0.039784
ABCC2_Q	-1.391327
ABCC4_Q	-0.521739
ABCC5_Q	-0.587481
ABCC6_Q	0.543965
ABCC8_Q	-0.428605
ABCC9_Q	-0.075450
ABCD1_Q	1.402680
ABCD3_Q	0.165415
ABCD4_Q	-0.333393
ABCE1_Q	0.805947
ABCF1_Q	0.450743
ABCF2_Q	0.578568
ABCF3_Q	0.405123
ABCG1_Q	-0.367752
ABCG2_Q	-0.421227
ABHD10_Q	-0.119384
ABHD11_Q	0.093904
ABHD12_Q	0.118611
ABHD13_Q	0.108954
ABHD14A_Q	-1.272502
ABHD14B_Q	0.003915
ABHD15_Q	-0.507946
ABHD16A_Q	0.017254
ABHD2_Q	-0.198254
ABHD3_Q	0.358326
ABHD4_Q	-0.682096
ABHD5_Q	0.179808
ABHD6_Q	-0.301928
ABHD8_Q	-0.827915
ABI1_Q	-0.292837
ABI2_Q	-0.024050
ABL1_Q	-0.157698
ABL2_Q	0.318952
ABLIM1_Q	-0.080354
ABLIM2_Q	-0.327315
ABLIM3_Q	-0.105291
ABO_Q	-1.204245
ABP1_Q	-0.625612
ABR_Q	-0.129931
ABRACL_Q	-0.344809
ABT1_Q	0.109841
ABTB1_Q	-0.863493
ABTB2_Q	0.312220
ACAA1_Q	0.125039
ACAA2_Q	-1.061035
ACACA_Q	-0.071343
ACACB_Q	-0.618162
ACAD10_Q	-0.371463
ACAD11_Q	-0.232668
ACAD8_Q	0.385235
ACAD9_Q	0.066927
ACADL_Q	-0.121362
ACADM_Q	-0.113884
ACADS_Q	0.020777
ACADSB_Q	0.099861
ACADVL_Q	-0.244998
ACAN_Q	-0.290580
ACAP1_Q	0.491015
ACAP2_Q	-0.028584
ACAP3_Q	-0.004989
ACAT1_Q	-0.348234
ACAT2_Q	-0.319200
ACBD3_Q	0.110644
ACBD4_Q	-0.047965
ACBD5_Q	-0.106459
ACBD6_Q	-0.113531
ACBD7_Q	-0.149210
ACCS_Q	0.049785
ACD_Q	-0.147739
ACE2_Q	-0.237862
ACER2_Q	0.011714
ACER3_Q	0.135978
ACHE_Q	-0.239180
ACIN1_Q	0.661294
ACLY_Q	-0.287964
ACMSD_Q	-1.103761
ACN9_Q	-0.045590
ACO1_Q	-0.108366
ACO2_Q	-0.048484
ACOT1_Q	-0.901408
ACOT11_Q	0.586192
ACOT13_Q	-0.522309
ACOT2_Q	-0.102472
ACOT4_Q	-0.335850
ACOT7_Q	-0.396874
ACOT8_Q	-0.255869
ACOT9_Q	-0.010171
ACOX1_Q	-0.182975
ACOX2_Q	-0.235701
ACOX3_Q	0.401489
ACOXL_Q	-0.195840
ACP1_Q	0.271015
ACP2_Q	0.589370
ACP5_Q	-0.869441
ACP6_Q	0.037657
ACPL2_Q	-0.088430
ACPP_Q	-0.242709
ACR_Q	-0.170553
ACRBP_Q	0.922380
ACRC_Q	1.305571
ACSBG1_Q	-0.106430
ACSF2_Q	0.532748
ACSF3_Q	0.334843
ACSL1_Q	-0.183599
ACSL3_Q	-0.121425
ACSL4_Q	0.175933
ACSL6_Q	-0.012635
ACSM2A_Q	-0.329377
ACSM2B_Q	-0.167501
ACSM3_Q	-0.525175
ACSS2_Q	0.063459
ACSS3_Q	-0.259205
ACTA1_Q	-0.316814
ACTA2_Q	0.835096
ACTB_Q	0.340738
ACTC1_Q	0.038723
ACTG1_Q	0.111290
ACTG2_Q	-0.007557
ACTL10_Q	-0.039360
ACTL6A_Q	-0.104242
ACTN1_Q	-0.152825
ACTN3_Q	-0.418805
ACTN4_Q	0.245568
ACTR10_Q	0.061018
ACTR1A_Q	0.065177
ACTR1B_Q	-0.225397
ACTR2_Q	0.070550
ACTR3_Q	0.350316
ACTR3B_Q	-0.083070
ACTR5_Q	0.446286
ACTR6_Q	-0.344055
ACTR8_Q	-0.084960
ACVR1_Q	-0.250648
ACVR1B_Q	-0.076372
ACVR1C_Q	-0.061529
ACVR2A_Q	-0.096441
ACVR2B_Q	-0.037995
ACVRL1_Q	-0.119095
ACY1_Q	-0.863361
ACY3_Q	-0.232430
ACYP1_Q	-0.238916
ACYP2_Q	0.621674
ADA_Q	-0.728316
ADAL_Q	-0.045035
ADAM10_Q	0.123795
ADAM11_Q	0.096282
ADAM12_Q	0.177507
ADAM15_Q	-0.420424
ADAM17_Q	-0.065052
ADAM19_Q	-0.367711
ADAM20_Q	-0.062057
ADAM21_Q	-0.119290
ADAM22_Q	-0.128786
ADAM23_Q	-0.167627
ADAM28_Q	-0.037605
ADAM33_Q	-0.106422
ADAM8_Q	0.392040
ADAM9_Q	0.106519
ADAMTS1_Q	0.237889
ADAMTS10_Q	0.206466
ADAMTS12_Q	-0.168959
ADAMTS13_Q	-0.061446
ADAMTS14_Q	-0.226086
ADAMTS15_Q	0.501016
ADAMTS16_Q	-0.118025
ADAMTS17_Q	0.172739
ADAMTS18_Q	-0.276344
ADAMTS19_Q	-0.355779
ADAMTS2_Q	0.729676
ADAMTS20_Q	0.664390
ADAMTS3_Q	-0.227614
ADAMTS4_Q	0.245690
ADAMTS5_Q	0.445138
ADAMTS6_Q	-0.053070
ADAMTS7_Q	-0.178615
ADAMTS8_Q	-0.147056
ADAMTS9_Q	-0.408745
ADAMTSL1_Q	0.469200
ADAMTSL2_Q	0.106933
ADAMTSL4_Q	-0.233208
ADAP1_Q	-0.527423
ADAP2_Q	0.280054
ADAR_Q	0.052260
ADARB1_Q	0.561777
ADARB2_Q	-0.049802
ADAT1_Q	0.432483
ADAT2_Q	0.387003
ADAT3_Q	0.532521
ADC_Q	-0.032150
ADCK1_Q	-0.015807
ADCK2_Q	0.093302
ADCK3_Q	-0.265349
ADCK4_Q	-0.199507
ADCK5_Q	-0.286385
ADCY1_Q	0.320819
ADCY10_Q	-0.082728
ADCY2_Q	1.152646
ADCY3_Q	0.089558
ADCY5_Q	-0.320771
ADCY6_Q	-0.304793
ADCY7_Q	0.196489
ADCY8_Q	-0.541369
ADCY9_Q	0.276193
ADCYAP1_Q	0.441764
ADCYAP1R1_Q	0.956836
ADD1_Q	0.206758
ADD2_Q	0.321416
ADD3_Q	-0.351826
ADH4_Q	0.461176
ADH5_Q	-0.171573
ADH6_Q	-0.037335
ADHFE1_Q	0.064500
ADI1_Q	-0.337740
ADIPOQ_Q	-0.128047
ADIPOR1_Q	-0.482955
ADIPOR2_Q	-0.000699
ADK_Q	-0.115980
ADM_Q	0.298546
ADM2_Q	-0.488728
ADNP_Q	0.115174
ADNP2_Q	0.149425
ADO_Q	0.180404
ADORA1_Q	0.298561
ADORA2A_Q	0.215441
ADORA2B_Q	-0.232563
ADPGK_Q	-0.043705
ADPRH_Q	0.060199
ADPRHL1_Q	1.042474
ADPRHL2_Q	0.397075
ADRA1A_Q	0.872171
ADRA1B_Q	-0.464322
ADRA2A_Q	-0.289233
ADRA2B_Q	-0.825641
ADRA2C_Q	-0.501415
ADRB2_Q	-0.097100
ADRBK1_Q	-0.111385
ADRBK2_Q	0.079785
ADRM1_Q	0.678866
ADSL_Q	-0.037791
ADSS_Q	-0.051079
ADSSL1_Q	-0.558049
AEBP1_Q	0.233036
AEBP2_Q	0.187940
AEN_Q	1.078634
AES_Q	-0.204314
AFAP1_Q	0.331604
AFAP1L1_Q	-0.067156
AFAP1L2_Q	0.824505
AFF1_Q	-0.344965
AFF2_Q	-0.414582
AFF3_Q	-0.706088
AFF4_Q	-0.009664
AFG3L2_Q	0.199496
AFMID_Q	-0.146741
AFP_Q	-0.472095
AFTPH_Q	0.259110
AGA_Q	-0.195984
AGAP1_Q	-0.143026
AGAP11_Q	-0.008546
AGAP2_Q	0.252348
AGAP3_Q	0.261125
AGAP4_Q	-0.202344
AGAP5_Q	0.377670
AGAP6_Q	0.454649
AGAP7_Q	-0.727280
AGAP8_Q	1.146352
AGAP9_Q	0.209898
AGBL2_Q	0.385168
AGBL3_Q	-0.232372
AGBL5_Q	-0.145327
AGER_Q	0.232111
AGFG1_Q	0.230642
AGFG2_Q	-0.186825
AGGF1_Q	-0.262331
AGK_Q	-0.359615
AGL_Q	0.130282
AGMAT_Q	-0.455026
AGMO_Q	-0.119063
AGPAT1_Q	-0.162668
AGPAT2_Q	-2.274035
AGPAT3_Q	-0.610193
AGPAT4_Q	-0.476636
AGPAT5_Q	0.214899
AGPAT6_Q	0.254801
AGPAT9_Q	-0.092435
AGPHD1_Q	0.788143
AGPS_Q	0.234697
AGRN_Q	-0.597294
AGT_Q	0.493668
AGTPBP1_Q	0.029152
AGTRAP_Q	-0.152224
AGXT_Q	-1.304069
AGXT2L1_Q	0.325597
AGXT2L2_Q	-0.253015
AHCTF1_Q	0.234898
AHCY_Q	-0.258636
AHCYL1_Q	-0.001523
AHCYL2_Q	-0.259736
AHDC1_Q	-0.215848
AHI1_Q	0.142408
AHNAK_Q	0.230465
AHNAK2_Q	-0.184221
AHR_Q	-0.889044
AHRR_Q	0.413154
AHSA1_Q	0.092863
AHSA2_Q	-0.661286
AICDA_Q	-0.285672
AIDA_Q	-0.092715
AIF1_Q	-0.000108
AIF1L_Q	0.023795
AIFM1_Q	-0.308250
AIFM2_Q	0.659183
AIFM3_Q	0.030374
AIG1_Q	-0.165552
AIM1_Q	-0.497490
AIM1L_Q	0.174051
AIM2_Q	0.648609
AIMP1_Q	0.208481
AIMP2_Q	0.782337
AIP_Q	-0.715624
AIPL1_Q	-0.036458
AIRE_Q	-0.009248
AJAP1_Q	0.208310
AJUBA_Q	0.236263
AK1_Q	0.382307
AK2_Q	-0.017784
AK3_Q	-0.225061
AK4_Q	-0.478202
AK5_Q	0.541243
AK7_Q	0.212419
AK8_Q	-0.328545
AKAP1_Q	0.487299
AKAP10_Q	-0.479267
AKAP11_Q	-0.051169
AKAP12_Q	0.513202
AKAP13_Q	0.122373
AKAP17A_Q	0.154766
AKAP2_Q	-0.253434
AKAP5_Q	0.109091
AKAP6_Q	-0.176260
AKAP7_Q	-0.304745
AKAP8_Q	0.358660
AKAP8L_Q	-0.425713
AKAP9_Q	-0.448660
AKD1_Q	-0.091958
AKIP1_Q	0.170393
AKIRIN1_Q	0.326538
AKIRIN2_Q	0.016853
AKNA_Q	-0.421366
AKR1A1_Q	-0.160037
AKR1B1_Q	-0.341620
AKR1B10_Q	0.169810
AKR1B15_Q	-0.856192
AKR1C1_Q	-0.532291
AKR1C2_Q	-0.137879
AKR1C3_Q	-0.087756
AKR1D1_Q	-0.224618
AKR1E2_Q	0.192618
AKR7A2_Q	-0.155280
AKR7A3_Q	1.171424
AKT1_Q	-0.062835
AKT1S1_Q	-0.028481
AKT2_Q	0.085592
AKT3_Q	-0.217883
AKTIP_Q	-0.349384
ALAD_Q	0.023155
ALAS1_Q	-0.145551
ALCAM_Q	-0.045390
ALDH16A1_Q	-0.588983
ALDH18A1_Q	0.332327
ALDH1A1_Q	-2.251762
ALDH1A2_Q	-0.005778
ALDH1A3_Q	-0.626462
ALDH1B1_Q	0.426504
ALDH1L1_Q	-1.917009
ALDH1L2_Q	-0.054091
ALDH2_Q	-0.213955
ALDH3A2_Q	-0.231066
ALDH3B1_Q	1.273747
ALDH4A1_Q	-0.886879
ALDH5A1_Q	-0.323318
ALDH6A1_Q	-0.910130
ALDH7A1_Q	-0.276342
ALDH8A1_Q	0.504820
ALDH9A1_Q	-0.149248
ALDOA_Q	0.028590
ALDOC_Q	-0.363393
ALG1_Q	0.370523
ALG10_Q	0.222236
ALG10B_Q	0.000619
ALG11_Q	0.185864
ALG12_Q	0.116013
ALG13_Q	-0.010332
ALG14_Q	0.431414
ALG1L_Q	0.388577
ALG1L2_Q	-0.875497
ALG2_Q	0.157635
ALG3_Q	0.131200
ALG5_Q	0.520743
ALG6_Q	-0.017472
ALG8_Q	-0.062310
ALG9_Q	0.216845
ALK_Q	0.229697
ALKBH1_Q	-0.142312
ALKBH2_Q	-0.073237
ALKBH3_Q	0.957280
ALKBH4_Q	0.392474
ALKBH5_Q	-0.021864
ALKBH6_Q	-0.763237
ALKBH7_Q	0.082785
ALKBH8_Q	0.859443
ALMS1_Q	0.151650
ALOX12_Q	-0.078671
ALOX12B_Q	-0.066837
ALOX15_Q	-0.223786
ALOX5_Q	-0.525918
ALOX5AP_Q	-0.090230
ALPK1_Q	0.173799
ALPK2_Q	0.301692
ALPK3_Q	-0.279504
ALPL_Q	-0.592407
ALS2_Q	0.040152
ALS2CL_Q	0.030219
ALS2CR8_Q	0.041991
ALX1_Q	0.256047
ALX3_Q	-0.091403
ALX4_Q	-0.156936
ALYREF_Q	0.313768
AMACR_Q	-0.795973
AMBP_Q	-1.479879
AMBRA1_Q	0.495262
AMD1_Q	0.901751
AMDHD1_Q	-0.343012
AMDHD2_Q	-1.368956
AMFR_Q	-0.341945
AMH_Q	0.265611
AMIGO1_Q	-0.129646
AMIGO2_Q	-0.136071
AMIGO3_Q	0.928919
AMMECR1_Q	0.407853
AMMECR1L_Q	0.362373
AMN_Q	-1.161992
AMN1_Q	-0.337057
AMOT_Q	-0.205522
AMOTL1_Q	0.312025
AMOTL2_Q	-0.059378
AMPD2_Q	0.501041
AMPD3_Q	0.252292
AMPH_Q	-0.311187
AMT_Q	-0.265288
AMY2B_Q	0.158166
AMZ2_Q	-0.183532
ANAPC1_Q	0.117954
ANAPC10_Q	0.122458
ANAPC11_Q	-0.214590
ANAPC13_Q	0.294085
ANAPC16_Q	-0.199611
ANAPC2_Q	0.408595
ANAPC4_Q	0.024995
ANAPC5_Q	-0.158446
