Gene	Expression
A1BG_N	-0.269476
A1CF_N	-0.084803
A2LD1_N	0.205549
A4GALT_N	-0.095603
AAAS_N	-0.099931
AACS_N	0.122659
AADAT_N	0.539645
AAED1_N	-0.101508
AAGAB_N	0.091841
AAK1_N	-0.088640
AAMP_N	-0.226040
AARS_N	0.004032
AARS2_N	-0.052919
AARSD1_N	0.171776
AASDH_N	-0.101246
AASDHPPT_N	0.213041
AASS_N	0.111342
AATF_N	-0.092256
AATK_N	0.029575
ABAT_N	-0.024678
ABCA1_N	-0.252803
ABCA10_N	0.111151
ABCA12_N	0.209088
ABCA13_N	0.157090
ABCA2_N	-0.057636
ABCA3_N	-0.365697
ABCA5_N	-0.336480
ABCA7_N	-0.637711
ABCA9_N	0.288033
ABCB1_N	0.213537
ABCB10_N	0.207493
ABCB4_N	-0.223184
ABCB5_N	0.163459
ABCB6_N	0.349154
ABCB7_N	-0.254813
ABCB8_N	0.313998
ABCB9_N	-0.120500
ABCC1_N	0.101269
ABCC10_N	-0.429644
ABCC11_N	-0.039784
ABCC2_N	-0.601885
ABCC4_N	-0.019346
ABCC5_N	0.235936
ABCC6_N	-1.082301
ABCC8_N	0.225792
ABCC9_N	0.093539
ABCD1_N	-0.838635
ABCD3_N	-0.205978
ABCD4_N	-0.022516
ABCE1_N	-0.136545
ABCF1_N	0.006705
ABCF2_N	-0.105815
ABCF3_N	-0.034474
ABCG1_N	-0.367752
ABCG2_N	-0.421227
ABHD10_N	0.248966
ABHD11_N	-1.242125
ABHD12_N	-0.009972
ABHD13_N	-0.277078
ABHD14A_N	-0.503041
ABHD14B_N	-0.106247
ABHD15_N	0.387995
ABHD16A_N	0.063058
ABHD2_N	-0.003619
ABHD3_N	0.945976
ABHD4_N	0.322346
ABHD5_N	0.126003
ABHD6_N	0.039849
ABHD8_N	0.120382
ABI1_N	-0.017429
ABI2_N	0.055001
ABL1_N	-0.015526
ABL2_N	0.109780
ABLIM1_N	0.066582
ABLIM2_N	0.743061
ABLIM3_N	0.283306
ABO_N	0.051753
ABP1_N	-0.625612
ABR_N	-0.472420
ABRACL_N	-0.024290
ABT1_N	0.139076
ABTB1_N	-1.235683
ABTB2_N	-0.689352
ACAA1_N	0.050520
ACAA2_N	-0.286328
ACACA_N	0.160037
ACACB_N	-0.024945
ACAD10_N	-0.146502
ACAD11_N	-0.345768
ACAD8_N	-0.567592
ACAD9_N	0.050302
ACADL_N	-0.121362
ACADM_N	0.154922
ACADS_N	-0.024502
ACADSB_N	0.239750
