Gene	Expression
A1CF_P	0.015904
A2LD1_P	0.762413
A4GALT_P	0.866432
AATK_P	1.51568
ABCA10_P	0.854512
ABCA12_P	0.008833
ABCA13_P	0.009621
ABCA7_P	0.947305
ABCA9_P	1.15897
ABCB1_P	0
ABCB4_P	0.458862
ABCB9_P	0.489416
ABCC11_P	0
ABCC2_P	0
ABCC8_P	1.35765
ABCD1_P	0.159138
ABCG1_P	0.012992
ABCG2_P	0
ABHD15_P	1.09808
ABLIM2_P	0.022251
ABLIM3_P	0
ABO_P	0.887971
ABP1_P	0
ACADL_P	0.80373
ACAN_P	0.21015
ACAP1_P	0
ACCS_P	1.29523
ACE2_P	0
ACHE_P	0
ACMSD_P	0
ACOT11_P	0.339604
ACOT4_P	0
ACOX2_P	1.11676
ACOXL_P	0
ACP5_P	0.146045
ACPP_P	0
ACRC_P	0
ACSBG1_P	0.999461
ACSL1_P	0.659373
ACSL6_P	0.318619
ACSM2A_P	0.119499
ACTG2_P	0.54707
ACTL10_P	0
ACTN3_P	1.13491
ACVR1C_P	0.010634
ACVRL1_P	0
ACY3_P	0
ADAM12_P	0.420951
ADAM20_P	0
ADAM21_P	0
ADAM28_P	0
ADAM33_P	0.762413
ADAM8_P	0
ADAMTS10_P	1.11886
ADAMTS13_P	0.573895
ADAMTS14_P	0.18378
ADAMTS17_P	0.031102
ADAMTS18_P	0.098802
ADAMTS5_P	1.34458
ADAMTS6_P	1.10396
ADAMTS8_P	1.29022
ADAMTSL2_P	0.09531
ADAP1_P	0.452868
ADAP2_P	0
ADARB2_P	0.043582
ADAT3_P	0.071686
ADCK5_P	0.170101
ADCY10_P	0.050304
ADCY5_P	0.393453
ADCY8_P	0.257066
ADCYAP1_P	0.026686
ADH4_P	0.811025
ADH6_P	0
ADIPOQ_P	0.332569
ADM2_P	0.870032
ADORA2A_P	0.342622
ADPRH_P	0.56812
ADRA1B_P	0.481514
ADRA2A_P	0
ADRA2B_P	0.780575
ADRA2C_P	0.167823
ADRB2_P	0.097168
AFAP1L1_P	0
AFP_P	0
AGAP11_P	0.127833
AGAP2_P	0.489416
AGAP4_P	0
AGAP6_P	0.825758
AGAP8_P	0.646746
AGAP9_P	0.321982
AGBL2_P	0.769152
AGBL3_P	0.196426
AGER_P	0.103131
AGFG2_P	1.33793
AGMAT_P	0.227427
AGMO_P	0.011645
AGPAT9_P	0
AGPHD1_P	1.11212
AGT_P	0.995942
AGXT2L1_P	0
AGXT_P	0.236615
AHNAK2_P	0.012543
AHRR_P	0.594331
AHR_P	0.841167
AICDA_P	0
AIF1_P	0
AIFM2_P	1.09503
AIFM3_P	0.014337
AIM1L_P	0.995942
AIM1_P	0.167823
AIM2_P	0.936093
AIPL1_P	1.06589
AIRE_P	0.393453
AK8_P	0.092621
AKAP6_P	0.604274
AKR1B10_P	0
AKR1B15_P	1.52946
AKR1C1_P	0.554277
AKR1C2_P	0
AKR1C3_P	0
AKR1D1_P	0.057638
AKR1E2_P	0.46402
AKR7A3_P	0
ALDH1A2_P	0
ALDH1A3_P	1.08457
ALDH1L1_P	1.05653
ALDH1L2_P	1.00335
ALK_P	0.26079
ALOX12B_P	0.271718
ALOX12_P	0.335309
ALOX15_P	0
ALOX5_P	0.765996
ALPK1_P	0.009621
ALPK2_P	0.263063
ALS2CL_P	0
ALX3_P	0
ALX4_P	0
AMDHD1_P	0.044485
AMH_P	0.048574
AMIGO3_P	0.050304
AMN_P	1.09503
AMPD3_P	0.376879
AMY2B_P	0
ANGPT1_P	0.266643
ANGPT2_P	0.373011
ANGPT4_P	1.00988
ANGPTL4_P	0.055478
ANG_P	1.5495
ANK1_P	0.594331
ANKAR_P	0.902468
ANKDD1A_P	0.46402
ANKFN1_P	0.820881
ANKMY1_P	1.00988
ANKRD20A1_P	0.014561
ANKRD20A2_P	0.040568
ANKRD20A3_P	0
ANKRD20A4_P	0.788664
ANKRD22_P	0
ANKRD23_P	1.15821
ANKRD24_P	0.521091
ANKRD29_P	0.936093
ANKRD2_P	0
ANKRD31_P	0
ANKRD34B_P	0
ANKRD44_P	0.856734
ANKRD53_P	0
ANKS4B_P	0.597962
ANO1_P	0
ANO2_P	0.257066
ANO7_P	1.46529
ANO9_P	1.01498
ANP32D_P	0
ANPEP_P	0
ANXA8L1_P	0.242373
ANXA9_P	0
AOAH_P	0
AOC3_P	0
AOX1_P	0.050304
AP1M2_P	0.420951
AP1S3_P	0.271718
AP3B2_P	0.609642
AP4B1_P	0.327891
APC2_P	0.441476
APLNR_P	0.902468
APLN_P	0.170101
APOA1_P	0.200558
APOA2_P	0
APOBEC3A_P	1.56784
APOBEC3B_P	0
APOBR_P	0.108243
APOB_P	0.054617
APOC3_P	0
APOC4_P	0.40319
APOF_P	0.090132
APOL6_P	1.1221
AQP11_P	0
AQP1_P	0.581454
AQP3_P	1.1824
AQP4_P	0.726698
AQP5_P	0.885081
AQP6_P	0.616491
AQP7_P	0.60754
ARAP2_P	0.624666
ARC_P	0.084717
ARHGAP11B_P	0.936093
ARHGAP15_P	0
ARHGAP20_P	0
ARHGAP22_P	0.40319
ARHGAP27_P	0.110484
ARHGAP29_P	0.724719
ARHGAP31_P	0.13477
ARHGAP6_P	0.508036
ARHGDIB_P	0
ARHGDIG_P	0.321982
ARHGEF15_P	0.721933
ARHGEF19_P	0.503378
ARHGEF33_P	0.263063
ARHGEF35_P	0.347451
ARHGEF37_P	0.092621
ARHGEF38_P	0
ARHGEF3_P	0.476371
ARHGEF5_P	1.3871
ARID5A_P	0.014561
ARL11_P	0.735381
ARMC12_P	0
ARNTL_P	0.995942
ARPC4-TTLL3_P	0.196426
ARPM1_P	0
ARSF_P	1.66683
ARSG_P	0.313931
ASAH2_P	1.04577
ASB11_P	0.206581
ASB12_P	0
ASB16_P	0
ASB2_P	0.894324
ASB4_P	0
ASB9_P	0.213578
ASIC2_P	1.66459
ASIC3_P	0.177142
ASMT_P	0
ASPA_P	0
ASPG_P	0
ASPHD1_P	0.084717
ASPRV1_P	0
ATAD3C_P	0.492893
ATG9B_P	0.274873
ATP12A_P	1.06252
ATP13A4_P	0.388597
ATP1B4_P	0.236615
ATP2A1_P	0
ATP2A3_P	0.750577
ATP2C2_P	0
ATP5J2-PTCD1_P	0.91779
ATP5L2_P	0
ATP6V0A4_P	0
ATP6V0D2_P	0.758688
ATP6V1C2_P	0.961872
ATP6V1E2_P	0.100668
ATP8A2_P	0.159138
ATP8B1_P	0.105588
ATP8B3_P	0.787116
ATP8B4_P	0
ATXN1_P	1.04388
AURKC_P	0.49568
AVPI1_P	0.360416
B3GALT2_P	0.640657
B3GALT4_P	0.213578
B3GALT5_P	0
B3GAT2_P	0.43252
B3GNT4_P	0.159138
B3GNT6_P	0.75452
B3GNT7_P	1.28465
B3GNT8_P	1.31566
B3GNT9_P	1.32157
B4GALNT1_P	1.04388
B7H6_P	0
BAGE_P	0
BAI3_P	0.878953
BAIAP2L2_P	0
BARHL2_P	0
BARX1_P	0
BARX2_P	0.191747
BATF2_P	0.187583
BCAR3_P	0.778499
BCAS1_P	0.016799
BCL11A_P	0.833107
BCL11B_P	0
BCL2L15_P	0.028013
BCL3_P	1.29926
BCL6B_P	0.836643
BCO2_P	0.750577
BDKRB2_P	0.057638
BDNF_P	0.077171
BEAN1_P	0
BEGAIN_P	0
BEND2_P	1.29317
BEND6_P	0.988104
BEST3_P	0
BEST4_P	0
BFSP2_P	0
BHLHA15_P	0
BHLHE41_P	0
BHMT2_P	0.046406
BIK_P	0
BIRC3_P	0
BMP2_P	0.966033
BMP3_P	0.031102
BMP5_P	0.81957
BMP6_P	0.100668
BMP8A_P	0.090132
BMP8B_P	0.697909
BNC1_P	0
BNC2_P	0.530093
BNIPL_P	0
BRDT_P	0
BRS3_P	0
BSN_P	0.177142
BSPRY_P	0
BST1_P	0.022251
BTBD17_P	1.37382
BTBD19_P	0.146045
BTBD8_P	0.8132
BTN3A3_P	0.310322
BTNL9_P	0
C10orf105_P	0.17338
C10orf10_P	0
C10orf111_P	1.15897
C10orf11_P	0.972878
C10orf47_P	0.223871
C10orf54_P	1.08257
C10orf67_P	0
C10orf82_P	0.303298
C11orf20_P	0
C11orf35_P	0.486898
C11orf45_P	0.011645
C11orf52_P	0
C11orf86_P	0
C11orf91_P	0
C11orf93_P	1.48686
C11orf96_P	0
C12orf39_P	0
C12orf60_P	0
C12orf77_P	0.062979
C13orf33_P	0.546017
C14orf176_P	0.638327
C14orf182_P	0.009621
C14orf39_P	0.91779
C14orf45_P	0.527797
C15orf27_P	0.329361
C15orf2_P	0.059555
C15orf52_P	0.153284
C15orf56_P	0
