Gene	Expression
A1BG_D	0
A1CF_D	0.936093
A4GALT_D	0
AATK_D	0
ABCA10_D	1.28002
ABCA12_D	0
ABCA13_D	0.773632
ABCA9_D	1.64716
ABCB1_D	0
ABCB9_D	0
ABCC11_D	0
ABCC8_D	0
ABCG1_D	0.868269
ABCG2_D	1.12582
ABHD14A_D	0
ABHD14B_D	0
ABHD15_D	0
ABHD3_D	0
ABLIM2_D	0
ABLIM3_D	0
ABP1_D	0
ABTB1_D	0
ACADL_D	0
ACAN_D	1.24271
ACAP1_D	0
ACCS_D	1.3838
ACE2_D	1.05463
ACHE_D	0
ACOT11_D	0
ACOT1_D	0.734551
ACOT4_D	1.54626
ACOX2_D	0
ACOXL_D	0
ACPP_D	0
ACRBP_D	0.999461
ACRC_D	1.14545
ACR_D	0
ACSBG1_D	0
ACSL1_D	0
ACSL6_D	1.03883
ACSM2A_D	0
ACSM2B_D	0
ACTG2_D	0
ACTL10_D	0
ACVR1C_D	0
ACVRL1_D	0
ACY3_D	0
ADAM12_D	0
ADAM20_D	0
ADAM21_D	0
ADAM28_D	0
ADAM33_D	0
ADAM8_D	0
ADAMTS10_D	0.966292
ADAMTS13_D	0
ADAMTS14_D	0.78339
ADAMTS17_D	0
ADAMTS20_D	0.794331
ADAMTS2_D	0
ADAMTS3_D	1.15488
ADAMTS4_D	0
ADAMTS5_D	0.794331
ADAMTS6_D	0.868269
ADAMTS8_D	0
ADAMTSL1_D	0
ADAMTSL2_D	0
ADAP1_D	0
ADAP2_D	0.980545
ADARB2_D	0
ADAT3_D	0
ADCK5_D	0
ADCY10_D	0.94757
ADCY5_D	0
ADCY7_D	1.47002
ADCY8_D	1.70545
ADCYAP1R1_D	0
ADCYAP1_D	0
ADH4_D	0.824663
ADH6_D	0
ADIPOQ_D	0.761655
ADM2_D	1.27745
ADORA2A_D	1.49221
ADORA2B_D	0.827449
ADPRHL1_D	0
ADRA1A_D	1.35326
ADRA2A_D	1.17973
ADRA2B_D	0.768723
ADRA2C_D	0
ADRB2_D	0
AFAP1L1_D	0
AGAP11_D	0
AGAP2_D	0
AGAP4_D	0
AGAP7_D	0
AGAP9_D	0
AGBL2_D	0
AGBL3_D	0
AGER_D	0
AGFG2_D	1.17973
AGMO_D	0
AGPAT9_D	0
AGT_D	1.48935
AGXT2L1_D	0
AHNAK2_D	0.736427
AHRR_D	0.915472
AICDA_D	1.04971
AIF1_D	0
AIFM2_D	0
AIFM3_D	0
AIM1L_D	1.11636
AIM1_D	1.27154
AIM2_D	0
AIPL1_D	0
AIRE_D	0.936093
AK5_D	1.18565
AK7_D	0
AK8_D	0
AKAP6_D	0
AKR1B10_D	1.48577
AKR1C1_D	0
AKR1C2_D	0
AKR1C3_D	0
AKR1D1_D	0
AKR1E2_D	0
AKR7A3_D	0
ALDH1A2_D	0
ALDH1A3_D	0
ALDH1L2_D	1.11163
ALDH3B1_D	1.08891
ALG1L2_D	0
ALG1L_D	0
ALK_D	0
ALOX12B_D	0
ALOX12_D	0
ALOX15_D	1.27453
ALOX5AP_D	0
ALOX5_D	1.1336
ALPK1_D	1.48935
ALPK2_D	1.48577
ALS2CL_D	0
ALX1_D	1.23422
ALX3_D	1.17354
ALX4_D	0
AMH_D	0
ANGPT2_D	0.803933
ANGPT4_D	0
ANGPTL4_D	0
ANG_D	0
ANK1_D	0
ANKAR_D	0
ANKDD1A_D	0
ANKFN1_D	0
ANKH_D	0.858737
ANKMY1_D	1.19766
ANKRD13B_D	1.26701
ANKRD20A1_D	0
ANKRD20A2_D	0
ANKRD20A3_D	0
ANKRD20A4_D	0
ANKRD22_D	0
ANKRD23_D	0.992982
ANKRD24_D	0
ANKRD29_D	0
ANKRD2_D	0
ANKRD31_D	0
ANKRD34B_D	0
ANKRD35_D	1.06553
ANKRD44_D	0
ANKRD45_D	0
ANKRD53_D	0
ANKRD65_D	0
ANKRD9_D	0
ANKS1B_D	0.952009
ANKS4B_D	1.34595
ANO2_D	0.966292
ANO7_D	0.817876
ANO9_D	1.81713
ANXA8L1_D	0
AOAH_D	0
AOC2_D	1.76394
AOC3_D	0
AOX1_D	0
AP3B2_D	0
APC2_D	0.889606
APCDD1_D	0
APLF_D	0
APLNR_D	0
APLN_D	0
APOA2_D	0
APOBEC3A_D	1.23748
APOBEC3B_D	0
APOBR_D	0
APOC3_D	0
APOC4_D	0
APOF_D	0
APOL1_D	0.904632
APOL2_D	0.812142
APOL6_D	1.04153
APOLD1_D	0
AQP1_D	1.58081
AQP4_D	1.35765
AQP5_D	0
AQP6_D	0.736427
AQP7_D	0
ARAP3_D	0
ARC_D	0
ARHGAP11B_D	0
ARHGAP15_D	0
ARHGAP20_D	0
ARHGAP22_D	1.11163
ARHGAP23_D	1.17063
ARHGAP25_D	0
ARHGAP27_D	0
ARHGAP31_D	0.812142
ARHGAP8_D	0
ARHGDIB_D	0
ARHGDIG_D	0.972517
ARHGEF33_D	1.09147
ARHGEF35_D	0
ARHGEF37_D	0
ARHGEF38_D	0
ARID5A_D	0
ARL11_D	1.38941
ARL17B_D	0
ARL4D_D	0
ARMC12_D	0
ARMCX5-GPRASP2_D	0
ARPC4-TTLL3_D	1.05748
ARSF_D	0
ARSG_D	0
ARSJ_D	0
ART5_D	0
ARTN_D	0
ASAH2B_D	0
ASAH2_D	0
ASB11_D	0.86241
ASB12_D	0
ASB16_D	1.1523
ASB2_D	0
ASB4_D	1.01983
ASCL1_D	0
ASGR1_D	0
ASIC2_D	0
ASIC3_D	0
ASIC4_D	0
ASMT_D	0
ASPA_D	0
ASPG_D	0
ASPHD1_D	0
ASPRV1_D	1.3871
ASXL3_D	0.919675
ATG9B_D	1.03254
ATOH8_D	0
ATP12A_D	0.972517
ATP13A4_D	0
ATP1A3_D	0
ATP1B4_D	0.889606
ATP2A1_D	0
ATP2A3_D	1.47772
ATP5G1_D	0
ATP5L2_D	0
ATP6AP1L_D	0
ATP6V0A4_D	0
ATP6V0D2_D	0
ATP6V1C2_D	0
ATP6V1E2_D	0
ATP6V1G2_D	1.41088
ATP8A2_D	0
ATP8B1_D	1.44772
ATP8B3_D	0
ATP8B4_D	1.83231
ATXN1_D	0
AURKC_D	0
AVPI1_D	1.06047
B3GALT2_D	1.15952
B3GALT4_D	0
B3GALT5_D	0
B3GAT2_D	0
B3GNT4_D	0
B3GNT6_D	0
B3GNT8_D	0
B3GNT9_D	0
B4GALNT1_D	0
B7H6_D	0
